NUM_POST,latitude,longitude,type,commune,altitude,nom_usuel,num_dep
42094003,45.739,4.234,RR,FEURS,347,FEURS,42
42098001,45.941,4.269,RR,FOURNEAUX,510,FOURNEAUX,42
42098001,45.941,4.269,TN,FOURNEAUX,510,FOURNEAUX,42
42145003,46.016,4.222,RR,MONTAGNY,460,MONTAGNY,42
42152001,46.097,4.191,RR,NANDAX,374,NANDAX,42
42152001,46.097,4.191,TX,NANDAX,374,NANDAX,42
42159001,45.813,3.761,RR,NOIRETABLE,714,NOIRETABLE,42
42165003,45.804,4.334,RR,PANISSIERES,614,PANISSIERES,42
42227001,45.702,3.956,RR,SAINT-GEORGES-EN-COUZAN,496,ST GEORGES EN C,42
42239001,45.975,4.006,RR,SAINT-JEAN-SAINT-MAURICE-SUR-LOIRE,395,ST-MAURICE-SUR-LOIRE,42
42287001,45.269,4.504,RR,SAINT-SAUVEUR-EN-RUE,783,ST SAUVEUR EN R,42
42306001,45.369,4.499,RR,TARENTAISE,1090,TARENTAISE,42
43003001,45.203,3.718,RR,ALLEGRE,1035,ALLEGRE,43
43037001,44.885,3.791,RR,LE BOUCHET-SAINT-NICOLAS,1218,LE BOUCHET-ST-NICOLAS,43
43046001,45.055,3.895,RR,CHADRAC,714,LE PUY-CHADRAC,43
43046001,45.055,3.895,TN,CHADRAC,714,LE PUY-CHADRAC,43
43046001,45.055,3.895,TX,CHADRAC,714,LE PUY-CHADRAC,43
43071001,45.258,3.827,RR,CHOMELIX,886,CHOMELIX,43
43118001,45.156,3.41,RR,LAVOUTE-CHILHAC,491,LAVOUTE-CHILHAC,43
43162001,45.204,4.03,RR,RETOURNAC,535,RETOURNAC,43
43244003,45.117,4.277,RR,TENCE,848,TENCE,43
43246001,45.268,3.999,RR,TIRANGES,603,TIRANGES,43
44015001,47.473,-1.772,RR,BLAIN,13,BLAIN,44
44067001,47.625,-1.89,RR,GUEMENE-PENFAO,33,GUEMENE-PENFAO,44
44103001,47.314,-2.155,RR,MONTOIR-DE-BRETAGNE,3,ST NAZAIRE-MONTOIR,44
44103001,47.314,-2.155,TX,MONTOIR-DE-BRETAGNE,3,ST NAZAIRE-MONTOIR,44
44109012,47.228,-1.514,RR,NANTES,17,NANTES-VILLE,44
44110002,47.425,-1.514,RR,NORT-SUR-ERDRE,13,NORT-SUR-ERDRE,44
44110002,47.425,-1.514,TN,NORT-SUR-ERDRE,13,NORT-SUR-ERDRE,44
44110002,47.425,-1.514,TX,NORT-SUR-ERDRE,13,NORT-SUR-ERDRE,44
44113001,47.573,-1.612,RR,NOZAY,44,NOZAY,44
44117002,47.142,-1.337,RR,LE PALLET,35,LE PALLET_SAPC,44
44120002,47.21,-1.829,RR,LE PELLERIN,4,PELLERIN(LE),44
44129001,47.44,-2.105,RR,PONTCHATEAU,34,PONTCHATEAU,44
44131002,47.122,-2.093,RR,PORNIC,25,PORNIC,44
44180005,47.526,-1.185,RR,VALLONS-DE-L'ERDRE,32,ST-MARS-LA-JAIL,44
44181001,47.006,-1.783,RR,MACHECOUL-SAINT-MEME,4,ST-MEME-LE-TENU,44
44188001,47.029,-1.653,RR,SAINT-PHILBERT-DE-GRAND-LIEU,18,ST-PHILBERT,44
45069001,48.025,2.26,RR,CHAMBON-LA-FORET,143,CHAMBON-LA-F.,45
45069001,48.025,2.26,TX,CHAMBON-LA-FORET,143,CHAMBON-LA-F.,45
45145001,48.113,2.858,RR,GRISELLES,107,FERRIERES,45
45187001,47.881,2.505,RR,LORRIS,125,LORRIS,45
45193001,47.769,2.022,RR,MARCILLY-EN-VILLETTE,127,MARCILLY-EN-V.,45
45245001,47.672,2.81,RR,OUZOUER-SUR-TREZEE,150,OUZOUER_SUR_TREZEE,45
45253001,48.166,2.228,RR,PITHIVIERS-LE-VIEIL,120,PITHIVIERS-LE-V,45
45270002,47.808,2.306,RR,SAINT-BENOIT-SUR-LOIRE,112,ST-BENOIT/LOIRE,45
45270002,47.808,2.306,TN,SAINT-BENOIT-SUR-LOIRE,112,ST-BENOIT/LOIRE,45
45270002,47.808,2.306,TX,SAINT-BENOIT-SUR-LOIRE,112,ST-BENOIT/LOIRE,45
45340002,47.694,2.366,RR,VILLEMURLIN,144,VILLEMURLIN,45
45340002,47.694,2.366,TX,VILLEMURLIN,144,VILLEMURLIN,45
46005001,44.493,1.208,RR,ANGLARS-JUILLAC,104,ANGLARS,46
46038002,44.913,1.838,RR,BRETENOUX,136,BRETENOUX,46
46127001,44.745,1.397,RR,GOURDON,260,GOURDON,46
46127001,44.745,1.397,TN,GOURDON,260,GOURDON,46
46127001,44.745,1.397,TX,GOURDON,260,GOURDON,46
46128002,44.76,1.726,RR,GRAMAT,312,GRAMAT - PARC,46
46143001,44.731,1.925,RR,LACAPELLE-MARIVAL,396,LACAPELLE,46
46160001,44.8,2.068,RR,LATRONQUIERE,658,LATRONQUIERE,46
46173006,44.398,1.775,RR,LIMOGNE-EN-QUERCY,303,LIMOGNE,46
46176001,44.649,1.847,RR,LIVERNON,308,LIVERNON,46
46201001,44.313,1.214,RR,MONTCUQ-EN-QUERCY-BLANC,193,MONTCUQ - ROUIL,46
46287001,44.294,1.455,RR,SAINT-PAUL-FLAUGNAC,266,SAINT-PAUL-FLAUGNAC,46
46330002,44.97,1.701,RR,VAYRAC,152,VAYRAC - BROUSS,46
46332001,44.663,2.074,RR,VIAZAC,394,VIAZAC - LABOUD,46
47086001,44.686,0.207,RR,DURAS,112,DURAS,47
47091001,44.172,0.595,RR,ESTILLAC,58,AGEN-LA GARENNE,47
47091001,44.172,0.595,TN,ESTILLAC,58,AGEN-LA GARENNE,47
47091001,44.172,0.595,TX,ESTILLAC,58,AGEN-LA GARENNE,47
47138001,44.266,0.775,RR,LAROQUE-TIMBAUT,186,LAROQUE-TIMBAUT,47
47213001,44.311,0.571,RR,PRAYSSAS,196,PRAYSSAS,47
47221001,44.092,0.193,RR,REAUP-LISSE,158,REAUP,47
47327001,44.205,0.261,RR,XAINTRAILLES,190,XAINTRAILLES,47
48009001,44.727,3.28,RR,PEYRE EN AUBRAC,1018,AUMONT AUBRAC,48
48027002,44.505,3.738,RR,MONT LOZERE ET GOULET,1199,LE BLEYMARD BOURG,48
48043001,44.638,3.68,RR,CHATEAUNEUF-DE-RANDON,1247,CHATEAUNEUF-DE-RANDON,48
48051002,44.256,3.926,RR,LE COLLET-DE-DEZE,485,LE COLLET-SAUVEPLANE,48
48061002,44.309,3.596,RR,FLORAC TROIS RIVIERES,618,FLORAC,48
48070004,44.781,3.634,RR,GRANDRIEU,1163,GRANDRIEU,48
48095004,44.517,3.49,RR,MENDE,710,MENDE-VILLE,48
48103001,44.541,3.308,RR,MONTRODAT,746,MONTRODAT,48
48116001,44.366,3.738,RR,PONT DE MONTVERT - SUD MONT LOZERE,875,LE PONT-DE-MONTVERT,48
48146001,44.409,3.438,RR,GORGES DU TARN CAUSSES,1018,STE ENIMIE-SAUVETERRE,48
48156002,44.478,3.161,RR,SAINT-GERMAIN-DU-TEIL,775,ST GERMAIN DU TEIL,48
48187003,44.533,3.155,RR,LES SALCES,1075,LES SALCES-FROMENTAL,48
48198001,44.442,3.928,RR,VILLEFORT,620,VILLEFORT,48
49008001,47.562,-0.97,RR,ANGRIE,65,ANGRIE,49
49020001,47.479,-0.614,RR,BEAUCOUZE,50,BEAUCOUZE,49
49020001,47.479,-0.614,TN,BEAUCOUZE,50,BEAUCOUZE,49
49020001,47.479,-0.614,TX,BEAUCOUZE,50,BEAUCOUZE,49
49022001,47.308,-0.598,RR,BEAULIEU-SUR-LAYON,78,BEAULIEU-S-LAY,49
49027001,47.152,-0.938,RR,BEGROLLES-EN-MAUGES,100,BEGROLLES,49
49027001,47.152,-0.938,TN,BEGROLLES-EN-MAUGES,100,BEGROLLES,49
49027001,47.152,-0.938,TX,BEGROLLES-EN-MAUGES,100,BEGROLLES,49
49099003,47.08,-0.881,RR,CHOLET,134,CHOLET,49
49188001,47.562,-0.317,RR,MARCE,53,MARCE,49
49215002,47.13,-0.142,RR,MONTREUIL-BELLAY,58,MONT-BELLAY-INRA,49
49248003,47.74,-1.188,RR,OMBREE D'ANJOU,96,POUANCE_SAPC,49
49276001,47.355,-1.012,RR,MAUGES-SUR-LOIRE,21,ST FLORENT VIEI,49
49281001,47.151,-0.74,RR,CHEMILLE-EN-ANJOU,203,ST GEORGES GARD,49
49281001,47.151,-0.74,TN,CHEMILLE-EN-ANJOU,203,ST GEORGES GARD,49
49281001,47.151,-0.74,TX,CHEMILLE-EN-ANJOU,203,ST GEORGES GARD,49
49307001,47.426,-0.319,RR,LOIRE-AUTHION,20,ST MATHURIN S L,49
49328001,47.252,-0.074,RR,SAUMUR,69,SAUMUR,49
49328001,47.252,-0.074,TN,SAUMUR,69,SAUMUR,49
49328001,47.252,-0.074,TX,SAUMUR,69,SAUMUR,49
49373001,47.148,-0.517,RR,LYS-HAUT-LAYON,124,VIHIERS,49
50020001,49.725,-1.94,RR,LA HAGUE,6,PTE DE LA HAGUE,50
50020001,49.725,-1.94,TN,LA HAGUE,6,PTE DE LA HAGUE,50
50020001,49.725,-1.94,TX,LA HAGUE,6,PTE DE LA HAGUE,50
50082001,49.462,-1.65,RR,BRICQUEBEC-EN-COTENTIN,38,BRICQUEBEC,50
50144001,48.785,-1.104,RR,COULOUVRAY-BOISBENATRE,268,COULOUVRAY-BOISBENATRE,50
50209001,49.653,-1.464,RR,CARNEVILLE,134,GONNEVILLE,50
50298001,49.26,-1.299,RR,MEAUTIS,15,MEAUTIS,50
50456001,48.673,-0.887,RR,SAINT-CLEMENT-RANCOUDRAY,269,ST-CLEMENT,50
50484002,48.564,-1.097,RR,LES LOGES-MARCHIS,95,ST-HILAIRE-DU-H,50
51015001,49.064,4.85,RR,ARGERS,152,ARGERS,51
51210001,49.069,3.966,RR,DIZY,92,DIZY,51
51242001,48.94,4.309,RR,FAGNIERES,105,FAGNIERES-INRA,51
51262001,48.701,4.618,RR,FRIGNICOURT,113,FRIGNICOURT,51
51262001,48.701,4.618,TN,FRIGNICOURT,113,FRIGNICOURT,51
51388003,49.108,4.359,RR,LIVRY-LOUVERCY,115,MOURMELON-GRAND,51
51545001,48.734,4.208,RR,SOMMESOUS,167,SOMMESOUS,51
51545001,48.734,4.208,TX,SOMMESOUS,167,SOMMESOUS,51
51588001,49.085,4.776,RR,VALMY,161,VALMY,51
51590002,48.85,4.772,RR,VANAULT-LES-DAMES,140,VANAULT,51
52061002,48.162,5.35,RR,BOURDONS-SUR-ROGNON,304,BOURDONS_SAPC,52
52114001,48.047,4.908,RR,CHATEAUVILLAIN,227,CHATEAUVILLAIN,52
52123003,48.523,5.114,RR,CHEVILLON,170,CHEVILLON_SAPC,52
52123003,48.523,5.114,TN,CHEVILLON,170,CHEVILLON_SAPC,52
52145001,47.692,5.46,RR,COUBLANC,258,COUBLANC,52
52145001,47.692,5.46,TN,COUBLANC,258,COUBLANC,52
52145001,47.692,5.46,TX,COUBLANC,258,COUBLANC,52
52197003,47.784,5.615,RR,FAYL-BILLOT,347,FAYL-BILLOT_SAPC,52
52197003,47.784,5.615,TN,FAYL-BILLOT,347,FAYL-BILLOT_SAPC,52
52197003,47.784,5.615,TX,FAYL-BILLOT,347,FAYL-BILLOT_SAPC,52
52269001,47.844,5.338,RR,SAINTS-GEOSMES,466,LANGRES,52
52269001,47.844,5.338,TN,SAINTS-GEOSMES,466,LANGRES,52
52269001,47.844,5.338,TX,SAINTS-GEOSMES,466,LANGRES,52
52294001,48.56,4.91,RR,LOUVEMONT,146,LOUVEMONT - MAN,52
52443001,48.434,5.273,RR,SAILLY,270,SAILLY,52
52447001,47.882,5.262,RR,SAINT-CIERGUES,359,ST-CIERGUES,52
52448001,48.631,4.904,RR,SAINT-DIZIER,139,ST-DIZIER,52
52448001,48.631,4.904,TN,SAINT-DIZIER,139,ST-DIZIER,52
52448001,48.631,4.904,TX,SAINT-DIZIER,139,ST-DIZIER,52
52469001,48.092,5.046,RR,SEMOUTIERS-MONTSAON,294,CHAUMONT-SEMOUTIERS,52
52469001,48.092,5.046,TN,SEMOUTIERS-MONTSAON,294,CHAUMONT-SEMOUTIERS,52
52469001,48.092,5.046,TX,SEMOUTIERS-MONTSAON,294,CHAUMONT-SEMOUTIERS,52
52529001,47.739,5.314,RR,VILLEGUSIEN-LE-LAC,296,VILLEGUSIEN,52
53078001,47.788,-0.645,RR,COUDRAY,55,COUDRAY,53
53096004,48.296,-0.963,RR,ERNEE,168,ERNEE,53
53097001,48.168,-0.388,RR,EVRON,107,EVRON,53
53097001,48.168,-0.388,TN,EVRON,107,EVRON,53
53097001,48.168,-0.388,TX,EVRON,107,EVRON,53
53130008,48.031,-0.747,RR,LAVAL,100,LAVAL-ETRONNIER,53
53147001,48.311,-0.64,RR,MAYENNE,138,MAYENNE,53
53147001,48.311,-0.64,TN,MAYENNE,138,MAYENNE,53
53147001,48.311,-0.64,TX,MAYENNE,138,MAYENNE,53
53185001,48.452,-0.183,RR,PRE-EN-PAIL-SAINT-SAMSON,277,PRE-EN-PAIL_SAPC,53
53185001,48.452,-0.183,TN,PRE-EN-PAIL-SAINT-SAMSON,277,PRE-EN-PAIL_SAPC,53
53185001,48.452,-0.183,TX,PRE-EN-PAIL-SAINT-SAMSON,277,PRE-EN-PAIL_SAPC,53
54040001,48.498,6.896,RR,BADONVILLER,336,BADONVILLER,54
54040001,48.498,6.896,TN,BADONVILLER,336,BADONVILLER,54
54040001,48.498,6.896,TX,BADONVILLER,336,BADONVILLER,54
54182001,48.919,5.809,RR,ESSEY-ET-MAIZERAIS,218,ESSEY-ET-MAIZE.,54
54322001,49.432,5.613,RR,LONGUYON,257,LONGUYON,54
54405001,48.581,5.96,RR,THUILLEY-AUX-GROSEILLES,336,NANCY-OCHEY,54
54405001,48.581,5.96,TN,THUILLEY-AUX-GROSEILLES,336,NANCY-OCHEY,54
54405001,48.581,5.96,TX,THUILLEY-AUX-GROSEILLES,336,NANCY-OCHEY,54
54407001,48.475,6.068,RR,OGNEVILLE,300,OGNEVILLE,54
54415001,48.984,6.031,RR,PAGNY-SUR-MOSELLE,179,PAGNY-SUR-MOSELLE,54
55014001,49.134,5.094,RR,AUBREVILLE,202,AUBREVILLE_SAPC,55
55067001,48.649,5.415,RR,BOVIOLLES,272,BOVIOLLES,55
55073001,49.208,5.379,RR,BRAS-SUR-MEUSE,194,BRAS-SUR-MEUSE,55
55179001,48.75,5.404,RR,ERNEVILLE-AUX-BOIS,313,ERNEVILLE AUX BOIS_SAPC,55
55179001,48.75,5.404,TX,ERNEVILLE-AUX-BOIS,313,ERNEVILLE AUX BOIS_SAPC,55
55248001,48.563,5.506,RR,HOUDELAINCOURT,390,HOUDELAINCOURT,55
55328001,48.538,5.669,RR,MAXEY-SUR-VAISE,260,MAXEY-SUR-VAISE,55
55443001,49.225,5.688,RR,ROUVRES-EN-WOEVRE,226,ROUVRES-EN-WOEVRE,55
55531001,48.809,5.033,RR,VASSINCOURT,187,VASSINCOURT,55
56009001,47.294,-3.218,RR,BANGOR,34,BELLE ILE-LE TALUT,56
56009001,47.294,-3.218,TN,BANGOR,34,BELLE ILE-LE TALUT,56
56009001,47.294,-3.218,TX,BANGOR,34,BELLE ILE-LE TALUT,56
56069001,47.652,-3.502,RR,GROIX,41,ILE DE GROIX,56
56069001,47.652,-3.502,TN,GROIX,41,ILE DE GROIX,56
56069001,47.652,-3.502,TX,GROIX,41,ILE DE GROIX,56
56185001,47.763,-3.436,RR,QUEVEN,45,LORIENT-LANN BIHOUE,56
56185001,47.763,-3.436,TN,QUEVEN,45,LORIENT-LANN BIHOUE,56
56185001,47.763,-3.436,TX,QUEVEN,45,LORIENT-LANN BIHOUE,56
56243001,47.605,-2.714,RR,SENE,3,VANNES-SENE,56
57019001,49.219,6.057,RR,AMNEVILLE,346,MALANCOURT,57
57039001,49.07,6.125,RR,AUGNY,192,METZ-FRESCATY,57
57039001,49.07,6.125,TN,AUGNY,192,METZ-FRESCATY,57
57039001,49.07,6.125,TX,AUGNY,192,METZ-FRESCATY,57
57168001,48.767,7.306,RR,DANNE-ET-QUATRE-VENTS,377,PHALSBOURG_SAPC,57
57168001,48.767,7.306,TN,DANNE-ET-QUATRE-VENTS,377,PHALSBOURG_SAPC,57
57168001,48.767,7.306,TX,DANNE-ET-QUATRE-VENTS,377,PHALSBOURG_SAPC,57
57465001,49.306,6.283,RR,METZERVISSE,226,METZERVISSE,57
57469002,48.859,6.935,RR,MITTERSHEIM,233,MITTERSHEIM,57
57550001,49.16,6.646,RR,PORCELETTE,250,PORCELETTE,57
57557001,49.482,6.259,RR,PUTTELANGE-LES-THIONVILLE,190,PUTTELANGE-LES-THIONVILLE,57
57730001,49.166,6.443,RR,VOLMERANGE-LES-BOULAY,214,BOULAY,57
57732001,49.124,7.382,RR,VOLMUNSTER,358,VOLMUNSTER,57
57740001,49.417,6.506,RR,WALDWISSE,291,WALDWISSE,57
58062001,47.07,3.934,RR,CHATEAU-CHINON (VILLE),598,CHATEAU CHINON,58
58062001,47.07,3.934,TX,CHATEAU-CHINON (VILLE),598,CHATEAU CHINON,58
58104001,46.72,3.356,RR,DORNES,220,DORNES,58
58148001,46.847,3.289,RR,LUTHENAY-UXELOUP,230,LUTHENAY UXELOU,58
58149001,46.807,3.963,RR,LUZY,300,LUZY,58
58160001,46.998,3.113,RR,VARENNES-VAUZELLES,175,NEVERS-MARZY,58
58160001,46.998,3.113,TN,VARENNES-VAUZELLES,175,NEVERS-MARZY,58
58160001,46.998,3.113,TX,VARENNES-VAUZELLES,175,NEVERS-MARZY,58
58199001,46.981,3.911,RR,ONLAY,375,ONLAY,58
58264001,46.799,3.114,RR,SAINT-PIERRE-LE-MOUTIER,218,ST PIERRE LE MOUTIER,58
59178001,50.39,3.067,RR,DOUAI,26,DOUAI,59
59183001,51.056,2.34,RR,DUNKERQUE,11,DUNKERQUE,59
59183001,51.056,2.34,TN,DUNKERQUE,11,DUNKERQUE,59
59183001,51.056,2.34,TX,DUNKERQUE,11,DUNKERQUE,59
59343001,50.57,3.098,RR,FRETIN,47,LILLE-LESQUIN,59
59343001,50.57,3.098,TN,FRETIN,47,LILLE-LESQUIN,59
59343001,50.57,3.098,TX,FRETIN,47,LILLE-LESQUIN,59
59604001,50.098,3.464,RR,TROISVILLES,125,TROISVILLES,59
59647001,50.834,2.213,RR,WATTEN,7,WATTEN,59
60107001,49.361,2.439,RR,BREUIL-LE-VERT,57,BREUIL-LE-VERT,60
60107001,49.361,2.439,TN,BREUIL-LE-VERT,57,BREUIL-LE-VERT,60
60107001,49.361,2.439,TX,BREUIL-LE-VERT,57,BREUIL-LE-VERT,60
60260001,49.285,2.918,RR,FRESNOY-LA-RIVIERE,61,FRESNOY-LA-RIVIERE,60
60276001,49.586,2.554,RR,GODENVILLERS,92,GODENVILLERS,60
60363001,49.193,1.895,RR,LIERVILLE,105,LIERVILLE,60
60518001,49.582,2.191,RR,PUITS-LA-VALLEE,168,PUITS-LA-VALLEE,60
60623001,49.545,1.852,RR,SONGEONS,113,SONGEONS,60
60652001,49.303,2.048,RR,VALDAMPIERRE,171,VALDAMPIERRE,60
61001001,48.446,0.11,RR,CERISE,143,ALENCON,61
61001001,48.446,0.11,TN,CERISE,143,ALENCON,61
61001001,48.446,0.11,TX,CERISE,143,ALENCON,61
61328001,48.725,0.181,RR,GOUFFERN EN AUGE,202,PIN AU HARAS-INRA,61
61345003,48.434,0.778,RR,REMALARD EN PERCHE,158,REMALARD,61
61369001,48.645,-0.624,RR,SAINT-BOMER-LES-FORGES,226,ST BOMER-LES-FORGES,61
61377001,48.724,-0.73,RR,TINCHEBRAY-BOCAGE,306,ST CORNIER-DES-LANDES,61
61426001,48.374,0.55,RR,SAINT-MARTIN-DU-VIEUX-BELLEME,168,BELLEME_SAPC,61
61464001,48.592,0.173,RR,SEES,195,SEES,61
61479001,48.675,-0.08,RR,TANQUES,171,TANQUES,61
61483002,48.541,-0.415,RR,BAGNOLES DE L'ORNE NORMANDIE,151,BAGNOLES-DE-L_ORNE,61
62044001,50.485,1.766,RR,ATTIN,21,ATTIN,62
62160001,50.733,1.6,RR,BOULOGNE-SUR-MER,73,BOULOGNE-SEM,62
62160001,50.733,1.6,TN,BOULOGNE-SUR-MER,73,BOULOGNE-SEM,62
62160001,50.733,1.6,TX,BOULOGNE-SUR-MER,73,BOULOGNE-SEM,62
62333001,50.505,2.326,RR,FIEFS,186,FIEFS,62
62516002,50.58,2.497,RR,LILLERS,19,LILLERS,62
62685001,50.549,2.114,RR,RADINGHEM,115,RADINGHEM,62
62826001,50.515,1.623,RR,LE TOUQUET-PARIS-PLAGE,5,LE-TOUQUET,62
62826001,50.515,1.623,TN,LE TOUQUET-PARIS-PLAGE,5,LE-TOUQUET,62
62826001,50.515,1.623,TX,LE TOUQUET-PARIS-PLAGE,5,LE-TOUQUET,62
63089001,45.858,3.209,RR,CHAPPES,315,CHAPPES,63
63129001,45.472,2.595,RR,CROS,790,CROS,63
63132002,45.635,3.558,RR,CUNLHAT,700,CUNLHAT,63
63163001,45.753,2.81,RR,GELLES,784,GELLES,63
63222001,45.544,3.164,RR,MEILHAUD,448,MEILHAUD,63
63223001,46.105,2.91,RR,MENAT,410,MENAT,63
63223001,46.105,2.91,TX,MENAT,410,MENAT,63
63281001,46.105,2.688,RR,PIONSAT,524,PIONSAT,63
63295001,46.012,3.354,RR,RANDAN,394,RANDAN,63
63382001,46.041,3.009,RR,SAINT-PARDOUX,602,ST-PARDOUX,63
63426001,45.545,2.598,RR,TAUVES,851,TAUVES,63
63426001,45.545,2.598,TN,TAUVES,851,TAUVES,63
63426001,45.545,2.598,TX,TAUVES,851,TAUVES,63
64006001,42.945,-0.611,RR,LESCUN,495,ACCOUS,64
64024001,43.469,-1.534,RR,ANGLET,71,BIARRITZ-PAYS-BASQUE,64
64024001,43.469,-1.534,TN,ANGLET,71,BIARRITZ-PAYS-BASQUE,64
64024001,43.469,-1.534,TX,ANGLET,71,BIARRITZ-PAYS-BASQUE,64
64092002,43.129,-1.373,RR,BANCA,252,BANCA,64
64109001,43.193,-0.22,RR,BENEJACQ,255,BENEJACQ,64
64123001,43.481,-1.142,RR,BIDACHE,45,BIDACHE,64
64189001,43.395,-1.687,RR,CIBOURE,21,SOCOA,64
64189001,43.395,-1.687,TN,CIBOURE,21,SOCOA,64
64189001,43.395,-1.687,TX,CIBOURE,21,SOCOA,64
64301002,43.391,-0.643,RR,LAGOR,125,LAGOR,64
64316001,43.02,-0.96,RR,LARRAU,616,LARRAU,64
64320003,42.984,-0.429,RR,LARUNS,522,LARUNS-HOURAT,64
64320003,42.984,-0.429,TX,LARUNS,522,LARUNS-HOURAT,64
64331002,43.452,-0.109,RR,LEMBEYE,310,LEMBEYE,64
64342001,43.048,-0.886,RR,LICQ-ATHEREY,288,LICQ-ATHEREY,64
64416001,43.324,-0.754,RR,NAVARRENX,135,NAVARRENX,64
64450001,43.491,-0.544,RR,POMPS,130,POMPS,64
64480001,43.38,-0.934,RR,SAINT-GLADIE-ARRIVE-MUNEIN,73,ST-GLADIE,64
64537001,43.134,-0.876,RR,TROIS-VILLES,216,TROIS-VILLES,64
65055001,42.998,-0.069,RR,AYROS-ARBOUIX,478,AYROS ARBOUIX,65
65129003,43.278,0.518,RR,CASTELNAU-MAGNOAC,298,CASTELNAU MAGNOAC,65
65258001,43.114,0.413,RR,LANNEMEZAN,638,LANNEMEZAN,65
65258001,43.114,0.413,TN,LANNEMEZAN,638,LANNEMEZAN,65
65295003,42.858,-0.002,RR,LUZ-SAINT-SAUVEUR,910,LUZ SAINT SAUVEUR,65
65304001,43.471,0.043,RR,MAUBOURGUET,176,MAUBOURGUET,65
65304001,43.471,0.043,TN,MAUBOURGUET,176,MAUBOURGUET,65
65344001,43.188,0.0,RR,LOUEY,360,TARBES-LOURDES-PYRENEES,65
65344001,43.188,0.0,TN,LOUEY,360,TARBES-LOURDES-PYRENEES,65
65344001,43.188,0.0,TX,LOUEY,360,TARBES-LOURDES-PYRENEES,65
65388001,42.814,0.318,RR,SAINT-LARY-SOULAN,826,ST LARY SOUL,65
66037001,42.687,2.984,RR,CANET-EN-ROUSSILLON,16,CANET-EN-ROUSSILLON,66
66049001,42.496,2.748,RR,CERET,146,CERET,66
66137003,42.473,2.86,RR,LE PERTHUS,295,LE PERTHUS,66
66148001,42.517,3.135,RR,PORT-VENDRES,82,CAP BEAR,66
66148001,42.517,3.135,TN,PORT-VENDRES,82,CAP BEAR,66
66148001,42.517,3.135,TX,PORT-VENDRES,82,CAP BEAR,66
66183001,42.539,2.622,RR,SAINT-MARSAL,690,ST MARSAL,66
66230001,42.656,2.548,RR,RODES,251,VINCA,66
67067001,48.725,7.71,RR,BRUMATH,139,BRUMATH,67
67115001,48.309,7.495,RR,EBERSHEIM,164,EBERSHEIM,67
67180001,48.836,7.801,RR,HAGUENAU,153,HAGUENAU,67
67482001,48.582,7.769,RR,STRASBOURG,139,STRASBOURG - BOTANIQUE,67
67482001,48.582,7.769,TN,STRASBOURG,139,STRASBOURG - BOTANIQUE,67
67482001,48.582,7.769,TX,STRASBOURG,139,STRASBOURG - BOTANIQUE,67
67507003,48.343,7.306,RR,VILLE,264,VILLE,67
68062001,47.632,7.213,RR,CARSPACH,332,CARSPACH,68
68066001,48.063,7.33,RR,COLMAR,202,COLMAR-INRA,68
68066001,48.063,7.33,TX,COLMAR,202,COLMAR-INRA,68
68112005,47.904,7.226,RR,GUEBWILLER,273,GUEBWILLER,68
68165001,47.438,7.356,RR,KIFFIS,576,KIFFIS,68
68171002,47.944,6.955,RR,KRUTH,512,KRUTH_SAPC,68
68205001,47.929,7.408,RR,OBERENTZEN,207,COLMAR-MEYENHEIM,68
68205001,47.929,7.408,TN,OBERENTZEN,207,COLMAR-MEYENHEIM,68
68205001,47.929,7.408,TX,OBERENTZEN,207,COLMAR-MEYENHEIM,68
68224006,47.75,7.289,RR,MULHOUSE,245,MULHOUSE,68
68224006,47.75,7.289,TN,MULHOUSE,245,MULHOUSE,68
68224006,47.75,7.289,TX,MULHOUSE,245,MULHOUSE,68
68231001,48.026,7.575,RR,BIESHEIM,195,NEUF-BRISACH,68
68247001,47.91,6.97,RR,ODEREN,457,ODEREN - VALLEE,68
68287001,47.954,7.292,RR,ROUFFACH,208,ROUFFACH - CHS,68
68297001,47.614,7.51,RR,BLOTZHEIM,263,BALE-MULHOUSE,68
68297001,47.614,7.51,TN,BLOTZHEIM,263,BALE-MULHOUSE,68
68297001,47.614,7.51,TX,BLOTZHEIM,263,BALE-MULHOUSE,68
68307001,47.816,6.874,RR,SEWEN,620,SEWEN - LAC ALFELD_SAPC,68
69135001,46.219,4.523,RR,DEUX-GROSNES,525,MONSOLS,69
69196001,46.164,4.566,RR,SAINT-DIDIER-SUR-BEAUJEU,345,ST-DIDIER-BEAUJ,69
69196001,46.164,4.566,TN,SAINT-DIDIER-SUR-BEAUJEU,345,ST-DIDIER-BEAUJ,69
69196001,46.164,4.566,TX,SAINT-DIDIER-SUR-BEAUJEU,345,ST-DIDIER-BEAUJ,69
69203001,45.7,4.485,RR,SAINT-GENIS-L'ARGENTIERE,512,ST-GENIS-L'ARGENTIERE,69
69204002,45.695,4.782,RR,SAINT-GENIS-LAVAL,290,ST-GENIS-LAVAL,69
69204002,45.695,4.782,TN,SAINT-GENIS-LAVAL,290,ST-GENIS-LAVAL,69
69204002,45.695,4.782,TX,SAINT-GENIS-LAVAL,290,ST-GENIS-LAVAL,69
69238001,45.639,4.471,RR,POMEYS,610,ST-SYMPHORIEN-C,69
69239002,45.916,4.521,RR,SAINT-VERAND,390,SAINT-VERAND,69
69264001,45.987,4.738,RR,VILLEFRANCHE-SUR-SAONE,174,VILLEFRANCHE,69
