YYYYMM,NUM_POST,TYPE,VALEUR
194210,18033001,IN,214.5
194211,18033001,IN,169.7
194212,18033001,IN,136.5
194301,18033001,IN,134.6
194302,18033001,IN,200.8
194303,18033001,IN,166.7
194304,18033001,IN,263.3
194305,18033001,IN,278.5
194306,18033001,IN,343.2
194307,18033001,IN,353.7
194308,18033001,IN,353.2
194309,18033001,IN,216.1
194310,18033001,IN,161.5
194311,18033001,IN,151.5
194312,18033001,IN,125.2
194401,18033001,IN,215.4
194402,18033001,IN,141.8
194403,18033001,IN,245.6
194404,18033001,IN,230.5
194405,18033001,IN,310.9
194406,18033001,IN,309.2
194407,18033001,IN,328.4
194408,18033001,IN,295.1
194409,18033001,IN,188.0
194410,18033001,IN,134.4
194411,18033001,IN,130.7
194412,18033001,IN,151.9
194501,18033001,IN,153.0
194502,18033001,IN,184.7
194503,18033001,IN,235.8
194504,18033001,IN,249.9
194505,18033001,IN,322.2
194506,18033001,IN,362.7
194507,18033001,IN,384.4
194508,18033001,IN,312.7
194509,18033001,IN,276.1
194510,18033001,IN,215.4
194511,18033001,IN,184.2
194512,18033001,IN,146.1
194601,18033001,IN,136.2
194602,18033001,IN,215.3
194603,18033001,IN,142.5
194604,18033001,IN,211.9
194605,18033001,IN,205.6
194606,18033001,IN,268.3
194607,18033001,IN,365.2
194608,18033001,IN,379.7
194609,18033001,IN,301.1
194610,18033001,IN,221.7
194611,18033001,IN,137.0
194612,18033001,IN,117.5
194701,18033001,IN,101.0
194702,18033001,IN,123.4
194703,18033001,IN,153.8
194704,18033001,IN,301.4
194705,18033001,IN,294.0
194706,18033001,IN,353.4
194707,18033001,IN,371.8
194708,18033001,IN,301.6
194709,18033001,IN,254.0
194710,18033001,IN,138.0
194711,18033001,IN,170.0
194712,18033001,IN,133.3
194801,18033001,IN,113.9
194802,18033001,IN,171.4
194803,18033001,IN,262.8
194804,18033001,IN,220.7
194805,18033001,IN,248.4
194806,18033001,IN,341.7
194807,18033001,IN,350.4
194808,18033001,IN,336.1
194809,18033001,IN,245.7
194810,18033001,IN,185.1
194811,18033001,IN,215.5
194812,18033001,IN,167.2
194901,18033001,IN,200.1
194902,18033001,IN,212.5
194903,18033001,IN,222.6
194904,18033001,IN,279.6
194905,18033001,IN,232.4
194906,18033001,IN,302.6
194907,18033001,IN,372.4
194908,18033001,IN,319.7
194909,18033001,IN,285.3
194910,18033001,IN,219.1
194911,18033001,IN,164.2
194912,18033001,IN,151.5
195001,18033001,IN,134.1
195002,18033001,IN,151.2
195003,18033001,IN,235.3
195004,18033001,IN,241.8
195005,18033001,IN,299.9
195006,18033001,IN,350.3
195007,18033001,IN,375.1
195008,18033001,IN,291.4
195009,18033001,IN,271.2
195010,18033001,IN,213.5
195011,18033001,IN,173.6
195012,18033001,IN,105.6
195101,18033001,IN,142.6
195102,18033001,IN,153.8
195103,18033001,IN,197.9
195104,18033001,IN,270.7
195105,18033001,IN,198.1
195106,18033001,IN,336.8
195107,18033001,IN,367.8
195108,18033001,IN,330.4
195109,18033001,IN,262.1
195110,18033001,IN,143.2
195111,18033001,IN,160.6
195112,18033001,IN,169.1
195201,18033001,IN,168.3
195202,18033001,IN,225.8
195203,18033001,IN,184.8
195204,18033001,IN,234.1
195205,18033001,IN,278.9
195206,18033001,IN,354.6
195207,18033001,IN,383.3
195208,18033001,IN,338.8
195209,18033001,IN,275.5
195210,18033001,IN,212.9
195211,18033001,IN,152.0
195212,18033001,IN,112.2
195301,18033001,IN,184.2
195302,18033001,IN,176.5
195303,18033001,IN,252.1
195304,18033001,IN,239.7
195305,18033001,IN,301.0
195306,18033001,IN,222.3
195307,18033001,IN,336.6
195308,18033001,IN,318.5
195309,18033001,IN,235.4
195310,18033001,IN,160.6
195311,18033001,IN,184.9
195312,18033001,IN,104.4
195401,18033001,IN,152.9
195402,18033001,IN,111.2
195403,18033001,IN,206.2
195404,18033001,IN,209.1
195405,18033001,IN,274.5
195406,18033001,IN,302.8
195407,18033001,IN,367.2
195408,18033001,IN,327.5
195409,18033001,IN,282.8
195410,18033001,IN,226.8
195411,18033001,IN,137.5
195412,18033001,IN,181.5
195501,18033001,IN,107.9
195502,18033001,IN,141.4
195503,18033001,IN,237.7
195504,18033001,IN,311.9
195505,18033001,IN,333.0
195506,18033001,IN,317.3
195507,18033001,IN,354.6
195508,18033001,IN,314.6
195509,18033001,IN,296.2
195510,18033001,IN,225.7
195511,18033001,IN,155.1
195512,18033001,IN,139.2
195601,18033001,IN,132.9
195602,18033001,IN,141.5
195603,18033001,IN,135.9
195604,18033001,IN,230.9
195605,18033001,IN,317.4
195606,18033001,IN,335.4
195607,18033001,IN,378.9
195608,18033001,IN,332.8
195609,18033001,IN,263.9
195610,18033001,IN,242.6
195611,18033001,IN,133.5
195612,18033001,IN,141.9
195701,18033001,IN,177.5
195702,18033001,IN,141.2
195703,18033001,IN,174.1
195704,18033001,IN,198.2
195705,18033001,IN,267.8
195706,18033001,IN,276.0
195707,18033001,IN,389.6
195708,18033001,IN,318.8
195709,18033001,IN,275.4
195710,18033001,IN,221.3
195711,18033001,IN,142.1
195712,18033001,IN,145.0
195801,18033001,IN,184.4
195802,18033001,IN,170.6
195803,18033001,IN,180.5
195804,18033001,IN,223.6
195805,18033001,IN,286.8
195806,18033001,IN,295.3
195807,18033001,IN,358.3
195808,18033001,IN,352.4
195809,18033001,IN,276.1
195810,18033001,IN,231.8
195811,18033001,IN,114.6
195812,18033001,IN,129.4
195901,18033001,IN,193.9
195902,18033001,IN,199.8
195903,18033001,IN,186.6
195904,18033001,IN,241.4
195905,18033001,IN,267.9
195906,18033001,IN,329.5
195907,18033001,IN,373.4
195908,18033001,IN,292.0
195909,18033001,IN,202.8
195910,18033001,IN,211.5
195911,18033001,IN,151.3
195912,18033001,IN,142.3
196001,18033001,IN,116.8
196002,18033001,IN,158.3
196003,18033001,IN,184.9
196004,18033001,IN,224.2
196005,18033001,IN,306.5
196006,18033001,IN,347.1
196007,18033001,IN,349.7
196008,18033001,IN,357.4
196009,18033001,IN,248.9
196010,18033001,IN,178.9
196011,18033001,IN,143.1
196012,18033001,IN,129.2
196101,18033001,IN,118.3
196102,18033001,IN,226.2
196103,18033001,IN,310.8
196104,18033001,IN,233.9
196105,18033001,IN,291.0
196106,18033001,IN,334.5
196107,18033001,IN,364.8
196108,18033001,IN,342.5
196109,18033001,IN,276.8
196110,18033001,IN,197.2
196111,18033001,IN,134.5
196112,18033001,IN,124.9
196201,18033001,IN,155.9
196202,18033001,IN,168.8
196203,18033001,IN,188.9
196204,18033001,IN,244.9
196205,18033001,IN,299.7
196206,18033001,IN,291.2
196207,18033001,IN,366.4
196208,18033001,IN,337.7
196209,18033001,IN,251.2
196210,18033001,IN,203.3
196211,18033001,IN,120.3
196212,18033001,IN,157.0
196301,18033001,IN,122.3
196302,18033001,IN,116.3
196303,18033001,IN,210.8
196304,18033001,IN,226.7
196305,18033001,IN,307.3
196306,18033001,IN,295.2
196307,18033001,IN,338.0
196308,18033001,IN,295.7
196309,18033001,IN,185.8
196310,18033001,IN,217.3
196311,18033001,IN,120.5
196312,18033001,IN,98.3
196401,18033001,IN,173.7
196402,18033001,IN,123.0
196403,18033001,IN,151.9
196404,18033001,IN,249.9
196405,18033001,IN,290.4
196406,18033001,IN,299.6
196407,18033001,IN,343.4
196408,18033001,IN,333.6
196409,18033001,IN,244.8
196410,18033001,IN,205.2
196411,18033001,IN,139.0
196412,18033001,IN,118.8
196501,18033001,IN,146.0
196502,18033001,IN,184.0
196503,18033001,IN,200.9
196504,18033001,IN,266.5
196505,18033001,IN,310.0
196506,18033001,IN,323.7
196507,18033001,IN,375.7
196508,18033001,IN,320.0
196509,18033001,IN,221.6
196510,18033001,IN,198.9
196511,18033001,IN,145.6
196512,18033001,IN,143.8
196601,18033001,IN,120.0
196602,18033001,IN,125.3
196603,18033001,IN,276.2
196604,18033001,IN,244.3
196605,18033001,IN,265.1
196606,18033001,IN,341.4
196607,18033001,IN,353.2
196608,18033001,IN,298.0
196609,18033001,IN,232.6
196610,18033001,IN,186.7
196611,18033001,IN,142.8
196612,18033001,IN,170.0
196701,18033001,IN,133.7
196702,18033001,IN,125.1
196703,18033001,IN,249.6
196704,18033001,IN,292.8
196705,18033001,IN,300.3
196706,18033001,IN,299.4
196707,18033001,IN,342.4
196708,18033001,IN,303.9
196709,18033001,IN,257.6
196710,18033001,IN,228.5
196711,18033001,IN,149.4
196712,18033001,IN,153.5
196801,18033001,IN,212.6
196802,18033001,IN,106.2
196803,18033001,IN,213.7
196804,18033001,IN,245.0
196805,18033001,IN,227.9
196806,18033001,IN,281.4
196807,18033001,IN,362.1
196808,18033001,IN,275.1
196809,18033001,IN,246.6
196810,18033001,IN,211.7
196811,18033001,IN,136.2
196812,18033001,IN,124.4
196901,18033001,IN,161.5
196902,18033001,IN,145.4
196903,18033001,IN,152.1
196904,18033001,IN,210.0
196905,18033001,IN,250.2
196906,18033001,IN,257.9
196907,18033001,IN,330.7
196908,18033001,IN,296.1
196909,18033001,IN,237.1
196910,18033001,IN,223.7
196911,18033001,IN,167.3
196912,18033001,IN,155.1
197001,18033001,IN,121.8
197002,18033001,IN,185.2
197003,18033001,IN,180.6
197004,18033001,IN,282.8
197005,18033001,IN,289.3
197006,18033001,IN,260.1
197007,18033001,IN,378.3
197008,18033001,IN,301.1
197009,18033001,IN,264.0
197010,18033001,IN,222.9
197011,18033001,IN,174.1
197012,18033001,IN,165.5
197101,18033001,IN,143.7
197102,18033001,IN,206.0
197103,18033001,IN,180.8
197104,18033001,IN,185.9
197105,18033001,IN,224.5
197106,18033001,IN,297.4
197107,18033001,IN,340.3
197108,18033001,IN,323.0
197109,18033001,IN,226.2
197110,18033001,IN,208.1
197111,18033001,IN,155.3
197112,18033001,IN,154.3
197201,18033001,IN,101.2
197202,18033001,IN,95.0
197203,18033001,IN,185.3
197204,18033001,IN,202.5
197205,18033001,IN,263.8
197206,18033001,IN,249.4
197207,18033001,IN,334.8
197208,18033001,IN,309.2
197209,18033001,IN,189.3
197210,18033001,IN,190.4
197211,18033001,IN,173.5
197212,18033001,IN,146.9
197301,18033001,IN,179.6
197302,18033001,IN,188.7
197303,18033001,IN,247.5
197304,18033001,IN,266.9
197305,18033001,IN,258.5
197306,18033001,IN,325.2
197307,18033001,IN,349.2
197308,18033001,IN,301.0
197309,18033001,IN,257.3
197310,18033001,IN,250.3
197311,18033001,IN,185.2
197312,18033001,IN,162.9
197401,18033001,IN,128.7
197402,18033001,IN,126.8
197403,18033001,IN,176.8
197404,18033001,IN,215.0
197405,18033001,IN,276.8
197406,18033001,IN,318.7
197407,18033001,IN,361.7
197408,18033001,IN,334.5
197409,18033001,IN,260.5
197410,18033001,IN,248.8
197411,18033001,IN,152.3
197412,18033001,IN,193.4
197501,18033001,IN,141.3
197502,18033001,IN,181.8
197503,18033001,IN,174.5
197504,18033001,IN,295.5
197505,18033001,IN,273.1
197506,18033001,IN,295.6
197507,18033001,IN,377.7
197508,18033001,IN,251.2
197509,18033001,IN,216.6
197510,18033001,IN,222.5
197511,18033001,IN,105.3
197512,18033001,IN,153.8
197601,18033001,IN,191.0
197602,18033001,IN,151.9
197603,18033001,IN,174.8
197604,18033001,IN,165.1
197605,18033001,IN,314.3
197606,18033001,IN,259.6
197607,18033001,IN,307.2
197608,18033001,IN,285.6
197609,18033001,IN,234.4
197610,18033001,IN,165.3
197611,18033001,IN,183.1
197612,18033001,IN,127.6
197701,18033001,IN,108.3
197702,18033001,IN,166.7
197703,18033001,IN,186.1
197704,18033001,IN,257.2
197705,18033001,IN,252.5
197706,18033001,IN,297.7
197707,18033001,IN,316.9
197708,18033001,IN,271.8
197709,18033001,IN,199.7
197710,18033001,IN,174.5
197711,18033001,IN,199.6
197712,18033001,IN,152.7
197801,18033001,IN,142.0
197802,18033001,IN,118.2
197803,18033001,IN,206.4
197804,18033001,IN,156.4
197805,18033001,IN,248.1
197806,18033001,IN,301.2
197807,18033001,IN,353.7
197808,18033001,IN,303.8
197809,18033001,IN,255.0
197810,18033001,IN,231.3
197811,18033001,IN,199.1
197812,18033001,IN,112.2
197901,18033001,IN,134.5
197902,18033001,IN,96.2
197903,18033001,IN,205.3
197904,18033001,IN,222.8
197905,18033001,IN,347.2
197906,18033001,IN,324.0
197907,18033001,IN,315.8
197908,18033001,IN,323.4
197909,18033001,IN,217.7
197910,18033001,IN,149.3
197911,18033001,IN,185.2
197912,18033001,IN,160.4
198001,18033001,IN,115.3
198002,18033001,IN,185.0
198003,18033001,IN,188.8
198004,18033001,IN,242.4
198005,18033001,IN,202.3
198006,18033001,IN,301.8
198007,18033001,IN,312.8
198008,18033001,IN,300.9
198009,18033001,IN,235.9
198010,18033001,IN,216.0
198011,18033001,IN,135.3
198012,18033001,IN,182.9
198101,18033001,IN,210.6
198102,18033001,IN,146.4
198103,18033001,IN,137.9
198104,18033001,IN,193.2
198105,18033001,IN,275.1
198106,18033001,IN,299.4
198107,18033001,IN,336.7
198108,18033001,IN,310.4
198109,18033001,IN,222.6
198110,18033001,IN,214.8
198111,18033001,IN,158.2
198112,18033001,IN,134.2
198201,18033001,IN,148.0
198202,18033001,IN,148.1
198203,18033001,IN,237.5
198204,18033001,IN,210.2
198205,18033001,IN,292.3
198206,18033001,IN,260.4
198207,18033001,IN,308.7
198208,18033001,IN,310.0
198209,18033001,IN,251.8
198210,18033001,IN,203.1
198211,18033001,IN,135.1
198212,18033001,IN,154.4
198301,18033001,IN,195.3
198302,18033001,IN,163.9
198303,18033001,IN,191.4
198304,18033001,IN,197.9
198305,18033001,IN,257.1
198306,18033001,IN,269.9
198307,18033001,IN,329.2
198308,18033001,IN,263.6
198309,18033001,IN,261.6
198310,18033001,IN,232.2
198311,18033001,IN,150.6
198312,18033001,IN,171.7
198401,18033001,IN,167.3
198402,18033001,IN,168.6
198403,18033001,IN,208.2
198404,18033001,IN,265.4
198405,18033001,IN,210.1
198406,18033001,IN,272.4
198407,18033001,IN,353.8
198408,18033001,IN,285.7
198409,18033001,IN,238.9
198410,18033001,IN,218.2
198411,18033001,IN,141.6
198412,18033001,IN,180.8
198501,18033001,IN,133.9
198502,18033001,IN,112.3
198503,18033001,IN,192.7
198504,18033001,IN,261.1
198505,18033001,IN,209.6
198506,18033001,IN,317.0
198507,18033001,IN,329.6
198508,18033001,IN,350.7
198509,18033001,IN,277.8
198510,18033001,IN,200.2
198511,18033001,IN,133.2
198512,18033001,IN,123.7
198601,18033001,IN,167.3
198602,18033001,IN,106.3
198603,18033001,IN,193.1
198604,18033001,IN,151.4
198605,18033001,IN,287.1
198606,18033001,IN,262.7
198607,18033001,IN,320.3
198608,18033001,IN,328.1
198609,18033001,IN,233.8
198610,18033001,IN,207.2
198611,18033001,IN,173.5
198612,18033001,IN,185.5
198701,18033001,IN,156.4
198702,18033001,IN,97.8
198703,18033001,IN,162.6
198704,18033001,IN,228.5
198705,18033001,IN,270.4
198706,18033001,IN,332.8
198707,18033001,IN,315.5
198708,18033001,IN,305.1
198709,18033001,IN,242.2
198710,18033001,IN,156.2
198711,18033001,IN,160.5
198712,18033001,IN,126.7
198801,18033001,IN,119.6
198802,18033001,IN,212.8
198803,18033001,IN,241.9
198804,18033001,IN,171.0
198805,18033001,IN,220.1
198806,18033001,IN,251.6
198807,18033001,IN,358.9
198808,18033001,IN,321.8
198809,18033001,IN,258.5
198810,18033001,IN,166.6
198811,18033001,IN,172.4
198812,18033001,IN,182.1
198901,18033001,IN,177.4
198902,18033001,IN,179.7
198903,18033001,IN,240.5
198904,18033001,IN,181.9
198905,18033001,IN,297.7
198906,18033001,IN,340.4
198907,18033001,IN,307.1
198908,18033001,IN,321.3
198909,18033001,IN,216.0
198910,18033001,IN,231.6
198911,18033001,IN,163.7
198912,18033001,IN,154.9
199001,18033001,IN,183.1
199002,18033001,IN,196.0
199003,18033001,IN,200.7
199004,18033001,IN,230.5
199005,18033001,IN,281.2
199006,18033001,IN,304.2
199007,18033001,IN,318.6
199008,18033001,IN,298.1
199009,18033001,IN,250.0
199010,18033001,IN,166.6
199011,18033001,IN,173.6
199012,18033001,IN,155.4
199101,18033001,IN,169.2
199102,18033001,IN,135.6
199103,18033001,IN,168.8
199104,18033001,IN,236.8
199105,18033001,IN,233.8
199106,18033001,IN,278.1
199107,18033001,IN,359.1
199108,18033001,IN,324.8
199109,18033001,IN,222.1
199110,18033001,IN,193.8
199111,18033001,IN,166.8
199112,18033001,IN,217.1
199201,18033001,IN,150.9
199202,18033001,IN,178.2
199203,18033001,IN,177.7
199204,18033001,IN,209.1
199205,18033001,IN,225.2
199206,18033001,IN,231.9
199207,18033001,IN,317.8
199208,18033001,IN,317.6
199209,18033001,IN,263.0
199210,18033001,IN,134.9
199211,18033001,IN,146.6
199212,18033001,IN,136.5
199301,18033001,IN,138.9
199302,18033001,IN,181.4
199303,18033001,IN,169.5
199304,18033001,IN,183.7
199305,18033001,IN,264.8
199306,18033001,IN,322.9
199307,18033001,IN,320.7
199308,18033001,IN,327.1
199309,18033001,IN,224.6
199310,18033001,IN,113.3
199311,18033001,IN,113.6
199312,18033001,IN,181.3
199401,18033001,IN,171.1
199402,18033001,IN,143.1
199403,18033001,IN,229.4
199404,18033001,IN,236.6
199405,18033001,IN,250.7
199406,18033001,IN,281.7
199407,18033001,IN,341.7
199408,18033001,IN,337.0
199409,18033001,IN,203.9
199410,18033001,IN,181.0
199411,18033001,IN,148.2
199412,18033001,IN,114.4
199501,18033001,IN,191.4
199502,18033001,IN,177.9
199503,18033001,IN,259.9
199504,18033001,IN,198.4
199505,18033001,IN,253.1
199506,18033001,IN,307.6
199507,18033001,IN,344.3
199508,18033001,IN,263.2
199509,18033001,IN,248.1
199510,18033001,IN,216.2
199511,18033001,IN,161.5
199512,18033001,IN,110.3
199601,18033001,IN,98.7
199602,18033001,IN,168.4
199603,18033001,IN,150.2
199604,18033001,IN,173.1
199605,18033001,IN,284.0
199606,18033001,IN,298.3
199607,18033001,IN,305.8
199608,18033001,IN,325.9
199609,18033001,IN,242.7
199610,18033001,IN,172.6
199611,18033001,IN,138.5
199612,18033001,IN,79.9
199701,18033001,IN,133.4
199702,18033001,IN,179.6
199703,18033001,IN,282.8
199704,18033001,IN,263.9
199705,18033001,IN,280.9
199706,18033001,IN,251.8
199707,18033001,IN,345.4
199708,18033001,IN,267.4
199709,18033001,IN,267.0
199710,18033001,IN,193.4
199711,18033001,IN,140.2
199712,18033001,IN,154.6
199801,18033001,IN,169.8
199802,18033001,IN,193.6
199803,18033001,IN,257.3
199804,18033001,IN,218.7
199805,18033001,IN,276.6
199806,18033001,IN,309.9
199807,18033001,IN,332.6
199808,18033001,IN,297.4
199809,18033001,IN,227.6
199810,18033001,IN,208.6
199811,18033001,IN,175.1
199812,18033001,IN,137.9
199901,18033001,IN,208.4
199902,18033001,IN,215.8
199903,18033001,IN,253.1
199904,18033001,IN,201.4
199905,18033001,IN,222.6
199906,18033001,IN,306.1
199907,18033001,IN,326.2
199908,18033001,IN,299.0
199909,18033001,IN,236.5
199910,18033001,IN,154.0
199911,18033001,IN,177.7
199912,18033001,IN,149.2
200001,18033001,IN,186.5
200002,18033001,IN,205.5
200003,18033001,IN,224.6
200004,18033001,IN,201.2
200005,18033001,IN,298.6
200006,18033001,IN,344.2
200007,18033001,IN,355.1
200008,18033001,IN,317.0
200009,18033001,IN,268.2
200010,18033001,IN,174.6
200011,18033001,IN,121.4
200012,18033001,IN,117.3
200101,18033001,IN,122.7
200102,18033001,IN,195.1
200103,18033001,IN,195.1
200104,18033001,IN,270.0
200105,18033001,IN,217.5
200106,18033001,IN,356.1
200107,18033001,IN,345.7
200108,18033001,IN,345.9
200109,18033001,IN,264.2
200110,18033001,IN,218.0
200111,18033001,IN,161.3
200112,18033001,IN,195.4
200201,18033001,IN,172.9
200202,18033001,IN,166.8
200203,18033001,IN,224.5
200204,18033001,IN,213.7
200205,18033001,IN,263.2
200206,18033001,IN,321.5
200207,18033001,IN,317.2
200208,18033001,IN,297.9
200209,18033001,IN,240.0
200210,18033001,IN,199.5
200211,18033001,IN,120.1
200212,18033001,IN,103.4
200301,18033001,IN,181.5
200302,18033001,IN,188.2
200303,18033001,IN,265.5
200304,18033001,IN,224.4
200305,18033001,IN,290.5
200306,18033001,IN,346.2
200307,18033001,IN,387.9
200308,18033001,IN,311.5
200309,18033001,IN,263.9
200310,18033001,IN,176.5
200311,18033001,IN,116.6
200312,18033001,IN,130.9
200401,18033001,IN,149.4
200402,18033001,IN,136.3
200403,18033001,IN,216.3
200404,18033001,IN,241.7
200405,18033001,IN,279.1
200406,18033001,IN,338.1
200407,18033001,IN,349.4
200408,18033001,IN,325.1
200409,18033001,IN,276.1
200410,18033001,IN,155.1
200411,18033001,IN,152.2
200412,18033001,IN,121.2
200501,18033001,IN,199.9
200502,18033001,IN,170.5
200503,18033001,IN,227.1
200504,18033001,IN,204.0
200505,18033001,IN,296.5
200506,18033001,IN,322.5
200507,18033001,IN,353.7
200508,18033001,IN,314.1
200509,18033001,IN,193.9
200510,18033001,IN,170.6
200511,18033001,IN,142.2
200512,18033001,IN,156.4
200601,18033001,IN,159.1
200602,18033001,IN,175.4
200603,18033001,IN,196.0
200604,18033001,IN,247.3
200605,18033001,IN,292.6
200606,18033001,IN,289.0
200607,18033001,IN,334.1
200608,18033001,IN,310.5
200609,18033001,IN,195.4
200610,18033001,IN,216.1
200611,18033001,IN,178.1
200612,18033001,IN,143.4
200701,18033001,IN,143.8
200702,18033001,IN,149.2
200703,18033001,IN,225.2
200704,18033001,IN,247.7
200705,18033001,IN,304.8
200706,18033001,IN,300.6
200707,18033001,IN,391.6
200708,18033001,IN,291.0
200709,18033001,IN,260.2
200710,18033001,IN,212.1
200711,18033001,IN,189.2
200712,18033001,IN,173.3
200801,18033001,IN,130.7
200802,18033001,IN,179.8
200803,18033001,IN,209.6
200804,18033001,IN,250.4
200805,18033001,IN,210.5
200806,18033001,IN,311.1
200807,18033001,IN,369.6
200808,18033001,IN,364.9
200809,18033001,IN,218.2
200810,18033001,IN,203.9
200811,18033001,IN,130.9
200812,18033001,IN,142.2
200901,18033001,IN,160.4
200902,18033001,IN,167.2
200903,18033001,IN,231.2
200904,18033001,IN,204.6
200905,18033001,IN,330.2
200906,18033001,IN,318.7
200907,18033001,IN,372.2
200908,18033001,IN,355.8
200909,18033001,IN,262.9
200910,18033001,IN,239.8
200911,18033001,IN,154.2
200912,18033001,IN,123.4
201001,18033001,IN,114.9
201002,18033001,IN,115.8
201003,18033001,IN,186.1
201004,18033001,IN,252.3
201005,18033001,IN,266.2
201006,18033001,IN,285.6
201007,18033001,IN,380.2
201008,18033001,IN,321.6
201009,18033001,IN,260.4
201010,18033001,IN,204.7
201011,18033001,IN,150.9
201012,18033001,IN,98.0
201101,18033001,IN,130.0
201102,18033001,IN,146.1
201103,18033001,IN,198.8
201104,18033001,IN,262.8
201105,18033001,IN,320.7
201106,18033001,IN,325.2
201107,18033001,IN,328.2
201108,18033001,IN,354.0
201109,18033001,IN,286.0
201110,18033001,IN,239.6
201111,18033001,IN,174.4
201112,18033001,IN,192.8
201201,18033001,IN,166.6
201202,18033001,IN,218.3
201203,18033001,IN,250.7
201204,18033001,IN,243.7
201205,18033001,IN,245.4
201206,18033001,IN,333.9
201207,18033001,IN,367.6
201208,18033001,IN,342.4
201209,18033001,IN,250.2
201210,18033001,IN,189.1
201211,18033001,IN,154.7
201212,18033001,IN,166.0
201301,18033001,IN,157.3
201302,18033001,IN,161.0
201303,18033001,IN,148.9
201304,18033001,IN,199.0
201305,18033001,IN,293.3
201306,18033001,IN,315.0
201307,18033001,IN,341.2
201308,18033001,IN,345.9
201309,18033001,IN,277.2
201310,18033001,IN,161.9
201311,18033001,IN,160.3
201312,18033001,IN,171.6
201401,18033001,IN,121.6
201402,18033001,IN,133.8
201403,18033001,IN,241.5
201404,18033001,IN,217.3
201405,18033001,IN,290.4
201406,18033001,IN,317.2
201407,18033001,IN,320.5
201408,18033001,IN,332.1
201409,18033001,IN,248.5
201410,18033001,IN,222.7
201411,18033001,IN,109.0
201412,18033001,IN,141.2
193101,21473001,IN,164.6
193102,21473001,IN,160.9
193103,21473001,IN,120.9
193104,21473001,IN,256.6
193105,21473001,IN,289.7
193106,21473001,IN,303.0
193107,21473001,IN,357.0
193108,21473001,IN,315.2
193109,21473001,IN,266.4
193110,21473001,IN,193.1
193111,21473001,IN,104.6
193112,21473001,IN,177.2
193201,21473001,IN,178.2
193202,21473001,IN,180.9
193203,21473001,IN,152.4
193204,21473001,IN,210.5
193205,21473001,IN,267.2
193206,21473001,IN,291.2
193207,21473001,IN,303.8
193208,21473001,IN,323.4
193209,21473001,IN,236.4
193210,21473001,IN,201.1
193211,21473001,IN,130.5
193212,21473001,IN,85.0
193301,21473001,IN,131.4
193302,21473001,IN,108.4
193303,21473001,IN,195.9
193304,21473001,IN,234.2
193305,21473001,IN,293.1
193306,21473001,IN,249.8
193307,21473001,IN,380.1
193308,21473001,IN,325.6
193309,21473001,IN,200.2
193310,21473001,IN,182.1
193311,21473001,IN,112.5
193312,21473001,IN,110.9
193401,21473001,IN,155.9
193402,21473001,IN,143.7
193403,21473001,IN,151.3
193404,21473001,IN,137.2
193405,21473001,IN,260.0
193406,21473001,IN,320.9
193407,21473001,IN,339.3
193408,21473001,IN,302.4
193409,21473001,IN,276.1
193410,21473001,IN,213.6
193411,21473001,IN,146.7
193412,21473001,IN,96.8
193501,21473001,IN,175.4
193502,21473001,IN,146.9
193503,21473001,IN,218.0
193504,21473001,IN,246.4
193505,21473001,IN,211.9
193506,21473001,IN,340.1
193507,21473001,IN,354.6
193508,21473001,IN,285.7
193509,21473001,IN,289.5
193510,21473001,IN,168.7
193511,21473001,IN,109.4
193512,21473001,IN,116.2
193601,21473001,IN,95.7
193602,21473001,IN,121.6
193603,21473001,IN,161.0
193604,21473001,IN,182.1
193605,21473001,IN,273.0
193606,21473001,IN,338.1
193607,21473001,IN,355.4
193608,21473001,IN,354.1
193609,21473001,IN,208.9
193610,21473001,IN,221.5
193611,21473001,IN,162.0
193612,21473001,IN,124.0
193701,21473001,IN,123.5
193702,21473001,IN,146.7
193703,21473001,IN,157.7
193704,21473001,IN,270.2
193705,21473001,IN,297.4
193706,21473001,IN,303.1
193707,21473001,IN,365.7
193708,21473001,IN,340.6
193709,21473001,IN,219.9
193710,21473001,IN,139.9
193711,21473001,IN,151.8
193712,21473001,IN,121.6
193801,21473001,IN,170.2
193802,21473001,IN,172.2
193803,21473001,IN,209.7
193804,21473001,IN,215.7
193805,21473001,IN,234.0
193806,21473001,IN,337.8
193807,21473001,IN,389.4
193808,21473001,IN,317.4
193809,21473001,IN,198.2
193810,21473001,IN,196.0
193811,21473001,IN,160.8
193812,21473001,IN,119.8
193901,21473001,IN,120.5
193902,21473001,IN,162.0
193903,21473001,IN,213.9
193904,21473001,IN,216.1
193905,21473001,IN,201.6
193906,21473001,IN,293.8
193907,21473001,IN,394.1
193908,21473001,IN,285.0
193909,21473001,IN,207.0
193910,21473001,IN,182.1
193911,21473001,IN,165.7
193912,21473001,IN,107.2
194001,21473001,IN,154.2
194002,21473001,IN,139.3
194003,21473001,IN,214.2
194004,21473001,IN,223.1
194005,21473001,IN,270.2
194006,21473001,IN,271.6
194007,21473001,IN,328.3
194008,21473001,IN,336.9
194009,21473001,IN,196.9
194010,21473001,IN,146.9
194011,21473001,IN,167.0
194012,21473001,IN,148.2
194101,21473001,IN,98.7
194102,21473001,IN,121.4
194103,21473001,IN,212.0
194104,21473001,IN,231.8
194105,21473001,IN,263.3
194106,21473001,IN,273.8
194107,21473001,IN,331.0
194108,21473001,IN,290.8
194109,21473001,IN,264.4
194110,21473001,IN,193.6
194111,21473001,IN,106.8
