YYYYMM,NUM_POST,TYPE,VALEUR
194112,21473001,IN,195.3
194201,21473001,IN,158.6
194202,21473001,IN,132.2
194203,21473001,IN,184.6
194204,21473001,IN,206.2
194205,21473001,IN,293.0
194206,21473001,IN,331.7
194207,21473001,IN,345.9
194208,21473001,IN,302.8
194209,21473001,IN,234.0
194210,21473001,IN,214.5
194211,21473001,IN,169.7
194212,21473001,IN,136.5
194301,21473001,IN,134.6
194302,21473001,IN,200.8
194303,21473001,IN,166.7
194304,21473001,IN,263.3
194305,21473001,IN,278.5
194306,21473001,IN,343.2
194307,21473001,IN,353.7
194308,21473001,IN,353.2
194309,21473001,IN,216.1
194310,21473001,IN,161.5
194311,21473001,IN,151.5
194312,21473001,IN,125.2
194401,21473001,IN,215.4
194402,21473001,IN,141.8
194403,21473001,IN,245.6
194404,21473001,IN,230.5
194405,21473001,IN,310.9
194406,21473001,IN,309.2
194407,21473001,IN,328.4
194408,21473001,IN,295.1
194409,21473001,IN,188.0
194410,21473001,IN,134.4
194411,21473001,IN,130.7
194412,21473001,IN,151.9
194501,21473001,IN,153.0
194502,21473001,IN,184.7
194503,21473001,IN,235.8
194504,21473001,IN,249.9
194505,21473001,IN,322.2
194506,21473001,IN,362.7
194507,21473001,IN,384.4
194508,21473001,IN,312.7
194509,21473001,IN,276.1
194510,21473001,IN,215.4
194511,21473001,IN,184.2
194512,21473001,IN,146.1
194601,21473001,IN,136.2
194602,21473001,IN,215.3
194603,21473001,IN,142.5
194604,21473001,IN,211.9
194605,21473001,IN,205.6
194606,21473001,IN,268.3
194607,21473001,IN,365.2
194608,21473001,IN,379.7
194609,21473001,IN,301.1
194610,21473001,IN,221.7
194611,21473001,IN,137.0
194612,21473001,IN,117.5
194701,21473001,IN,101.0
194702,21473001,IN,123.4
194703,21473001,IN,153.8
194704,21473001,IN,301.4
194705,21473001,IN,294.0
194706,21473001,IN,353.4
194707,21473001,IN,371.8
194708,21473001,IN,301.6
194709,21473001,IN,254.0
194710,21473001,IN,138.0
194711,21473001,IN,170.0
194712,21473001,IN,133.3
194801,21473001,IN,113.9
194802,21473001,IN,171.4
194803,21473001,IN,262.8
194804,21473001,IN,220.7
194805,21473001,IN,248.4
194806,21473001,IN,341.7
194807,21473001,IN,350.4
194808,21473001,IN,336.1
194809,21473001,IN,245.7
194810,21473001,IN,185.1
194811,21473001,IN,215.5
194812,21473001,IN,167.2
194901,21473001,IN,200.1
194902,21473001,IN,212.5
194903,21473001,IN,222.6
194904,21473001,IN,279.6
194905,21473001,IN,232.4
194906,21473001,IN,302.6
194907,21473001,IN,372.4
194908,21473001,IN,319.7
194909,21473001,IN,285.3
194910,21473001,IN,219.1
194911,21473001,IN,164.2
194912,21473001,IN,151.5
195001,21473001,IN,134.1
195002,21473001,IN,151.2
195003,21473001,IN,235.3
195004,21473001,IN,241.8
195005,21473001,IN,299.9
195006,21473001,IN,350.3
195007,21473001,IN,375.1
195008,21473001,IN,291.4
195009,21473001,IN,271.2
195010,21473001,IN,213.5
195011,21473001,IN,173.6
195012,21473001,IN,105.6
195101,21473001,IN,142.6
195102,21473001,IN,153.8
195103,21473001,IN,197.9
195104,21473001,IN,270.7
195105,21473001,IN,198.1
195106,21473001,IN,336.8
195107,21473001,IN,367.8
195108,21473001,IN,330.4
195109,21473001,IN,262.1
195110,21473001,IN,143.2
195111,21473001,IN,160.6
195112,21473001,IN,169.1
195201,21473001,IN,168.3
195202,21473001,IN,225.8
195203,21473001,IN,184.8
195204,21473001,IN,234.1
195205,21473001,IN,278.9
195206,21473001,IN,354.6
195207,21473001,IN,383.3
195208,21473001,IN,338.8
195209,21473001,IN,275.5
195210,21473001,IN,212.9
195211,21473001,IN,152.0
195212,21473001,IN,112.2
195301,21473001,IN,184.2
195302,21473001,IN,176.5
195303,21473001,IN,252.1
195304,21473001,IN,239.7
195305,21473001,IN,301.0
195306,21473001,IN,222.3
195307,21473001,IN,336.6
195308,21473001,IN,318.5
195309,21473001,IN,235.4
195310,21473001,IN,160.6
195311,21473001,IN,184.9
195312,21473001,IN,104.4
195401,21473001,IN,152.9
195402,21473001,IN,111.2
195403,21473001,IN,206.2
195404,21473001,IN,209.1
195405,21473001,IN,274.5
195406,21473001,IN,302.8
195407,21473001,IN,367.2
195408,21473001,IN,327.5
195409,21473001,IN,282.8
195410,21473001,IN,226.8
195411,21473001,IN,137.5
195412,21473001,IN,181.5
195501,21473001,IN,107.9
195502,21473001,IN,141.4
195503,21473001,IN,237.7
195504,21473001,IN,311.9
195505,21473001,IN,333.0
195506,21473001,IN,317.3
195507,21473001,IN,354.6
195508,21473001,IN,314.6
195509,21473001,IN,296.2
195510,21473001,IN,225.7
195511,21473001,IN,155.1
195512,21473001,IN,139.2
195601,21473001,IN,132.9
195602,21473001,IN,141.5
195603,21473001,IN,135.9
195604,21473001,IN,230.9
195605,21473001,IN,317.4
195606,21473001,IN,335.4
195607,21473001,IN,378.9
195608,21473001,IN,332.8
195609,21473001,IN,263.9
195610,21473001,IN,242.6
195611,21473001,IN,133.5
195612,21473001,IN,141.9
195701,21473001,IN,177.5
195702,21473001,IN,141.2
195703,21473001,IN,174.1
195704,21473001,IN,198.2
195705,21473001,IN,267.8
195706,21473001,IN,276.0
195707,21473001,IN,389.6
195708,21473001,IN,318.8
195709,21473001,IN,275.4
195710,21473001,IN,221.3
195711,21473001,IN,142.1
195712,21473001,IN,145.0
195801,21473001,IN,184.4
195802,21473001,IN,170.6
195803,21473001,IN,180.5
195804,21473001,IN,223.6
195805,21473001,IN,286.8
195806,21473001,IN,295.3
195807,21473001,IN,358.3
195808,21473001,IN,352.4
195809,21473001,IN,276.1
195810,21473001,IN,231.8
195811,21473001,IN,114.6
195812,21473001,IN,129.4
195901,21473001,IN,193.9
195902,21473001,IN,199.8
195903,21473001,IN,186.6
195904,21473001,IN,241.4
195905,21473001,IN,267.9
195906,21473001,IN,329.5
195907,21473001,IN,373.4
195908,21473001,IN,292.0
195909,21473001,IN,202.8
195910,21473001,IN,211.5
195911,21473001,IN,151.3
195912,21473001,IN,142.3
196001,21473001,IN,116.8
196002,21473001,IN,158.3
196003,21473001,IN,184.9
196004,21473001,IN,224.2
196005,21473001,IN,306.5
196006,21473001,IN,347.1
196007,21473001,IN,349.7
196008,21473001,IN,357.4
196009,21473001,IN,248.9
196010,21473001,IN,178.9
196011,21473001,IN,143.1
196012,21473001,IN,129.2
196101,21473001,IN,118.3
196102,21473001,IN,226.2
196103,21473001,IN,310.8
196104,21473001,IN,233.9
196105,21473001,IN,291.0
196106,21473001,IN,334.5
196107,21473001,IN,364.8
196108,21473001,IN,342.5
196109,21473001,IN,276.8
196110,21473001,IN,197.2
196111,21473001,IN,134.5
196112,21473001,IN,124.9
196201,21473001,IN,155.9
196202,21473001,IN,168.8
196203,21473001,IN,188.9
196204,21473001,IN,244.9
196205,21473001,IN,299.7
196206,21473001,IN,291.2
196207,21473001,IN,366.4
196208,21473001,IN,337.7
196209,21473001,IN,251.2
196210,21473001,IN,203.3
196211,21473001,IN,120.3
196212,21473001,IN,157.0
196301,21473001,IN,122.3
196302,21473001,IN,116.3
196303,21473001,IN,210.8
196304,21473001,IN,226.7
196305,21473001,IN,307.3
196306,21473001,IN,295.2
196307,21473001,IN,338.0
196308,21473001,IN,295.7
196309,21473001,IN,185.8
196310,21473001,IN,217.3
196311,21473001,IN,120.5
196312,21473001,IN,98.3
196401,21473001,IN,173.7
196402,21473001,IN,123.0
196403,21473001,IN,151.9
196404,21473001,IN,249.9
196405,21473001,IN,290.4
196406,21473001,IN,299.6
196407,21473001,IN,343.4
196408,21473001,IN,333.6
196409,21473001,IN,244.8
196410,21473001,IN,205.2
196411,21473001,IN,139.0
196412,21473001,IN,118.8
196501,21473001,IN,146.0
196502,21473001,IN,184.0
196503,21473001,IN,200.9
196504,21473001,IN,266.5
196505,21473001,IN,310.0
196506,21473001,IN,323.7
196507,21473001,IN,375.7
196508,21473001,IN,320.0
196509,21473001,IN,221.6
196510,21473001,IN,198.9
196511,21473001,IN,145.6
196512,21473001,IN,143.8
196601,21473001,IN,120.0
196602,21473001,IN,125.3
196603,21473001,IN,276.2
196604,21473001,IN,244.3
196605,21473001,IN,265.1
196606,21473001,IN,341.4
196607,21473001,IN,353.2
196608,21473001,IN,298.0
196609,21473001,IN,232.6
196610,21473001,IN,186.7
196611,21473001,IN,142.8
196612,21473001,IN,170.0
196701,21473001,IN,133.7
196702,21473001,IN,125.1
196703,21473001,IN,249.6
196704,21473001,IN,292.8
196705,21473001,IN,300.3
196706,21473001,IN,299.4
196707,21473001,IN,342.4
196708,21473001,IN,303.9
196709,21473001,IN,257.6
196710,21473001,IN,228.5
196711,21473001,IN,149.4
196712,21473001,IN,153.5
196801,21473001,IN,212.6
196802,21473001,IN,106.2
196803,21473001,IN,213.7
196804,21473001,IN,245.0
196805,21473001,IN,227.9
196806,21473001,IN,281.4
196807,21473001,IN,362.1
196808,21473001,IN,275.1
196809,21473001,IN,246.6
196810,21473001,IN,211.7
196811,21473001,IN,136.2
196812,21473001,IN,124.4
196901,21473001,IN,161.5
196902,21473001,IN,145.4
196903,21473001,IN,152.1
196904,21473001,IN,210.0
196905,21473001,IN,250.2
196906,21473001,IN,257.9
196907,21473001,IN,330.7
196908,21473001,IN,296.1
196909,21473001,IN,237.1
196910,21473001,IN,223.7
196911,21473001,IN,167.3
196912,21473001,IN,155.1
197001,21473001,IN,121.8
197002,21473001,IN,185.2
197003,21473001,IN,180.6
197004,21473001,IN,282.8
197005,21473001,IN,289.3
197006,21473001,IN,260.1
197007,21473001,IN,378.3
197008,21473001,IN,301.1
197009,21473001,IN,264.0
197010,21473001,IN,222.9
197011,21473001,IN,174.1
197012,21473001,IN,165.5
197101,21473001,IN,143.7
197102,21473001,IN,206.0
197103,21473001,IN,180.8
197104,21473001,IN,185.9
197105,21473001,IN,224.5
197106,21473001,IN,297.4
197107,21473001,IN,340.3
197108,21473001,IN,323.0
197109,21473001,IN,226.2
197110,21473001,IN,208.1
197111,21473001,IN,155.3
197112,21473001,IN,154.3
197201,21473001,IN,101.2
197202,21473001,IN,95.0
197203,21473001,IN,185.3
197204,21473001,IN,202.5
197205,21473001,IN,263.8
197206,21473001,IN,249.4
197207,21473001,IN,334.8
197208,21473001,IN,309.2
197209,21473001,IN,189.3
197210,21473001,IN,190.4
197211,21473001,IN,173.5
197212,21473001,IN,146.9
197301,21473001,IN,179.6
197302,21473001,IN,188.7
197303,21473001,IN,247.5
197304,21473001,IN,266.9
197305,21473001,IN,258.5
197306,21473001,IN,325.2
197307,21473001,IN,349.2
197308,21473001,IN,301.0
197309,21473001,IN,257.3
197310,21473001,IN,250.3
197311,21473001,IN,185.2
197312,21473001,IN,162.9
197401,21473001,IN,128.7
197402,21473001,IN,126.8
197403,21473001,IN,176.8
197404,21473001,IN,215.0
197405,21473001,IN,276.8
197406,21473001,IN,318.7
197407,21473001,IN,361.7
197408,21473001,IN,334.5
197409,21473001,IN,260.5
197410,21473001,IN,248.8
197411,21473001,IN,152.3
197412,21473001,IN,193.4
197501,21473001,IN,141.3
197502,21473001,IN,181.8
197503,21473001,IN,174.5
197504,21473001,IN,295.5
197505,21473001,IN,273.1
197506,21473001,IN,295.6
197507,21473001,IN,377.7
197508,21473001,IN,251.2
197509,21473001,IN,216.6
197510,21473001,IN,222.5
197511,21473001,IN,105.3
197512,21473001,IN,153.8
197601,21473001,IN,191.0
197602,21473001,IN,151.9
197603,21473001,IN,174.8
197604,21473001,IN,165.1
197605,21473001,IN,314.3
197606,21473001,IN,259.6
197607,21473001,IN,307.2
197608,21473001,IN,285.6
197609,21473001,IN,234.4
197610,21473001,IN,165.3
197611,21473001,IN,183.1
197612,21473001,IN,127.6
197701,21473001,IN,108.3
197702,21473001,IN,166.7
197703,21473001,IN,186.1
197704,21473001,IN,257.2
197705,21473001,IN,252.5
197706,21473001,IN,297.7
197707,21473001,IN,316.9
197708,21473001,IN,271.8
197709,21473001,IN,199.7
197710,21473001,IN,174.5
197711,21473001,IN,199.6
197712,21473001,IN,152.7
197801,21473001,IN,142.0
197802,21473001,IN,118.2
197803,21473001,IN,206.4
197804,21473001,IN,156.4
197805,21473001,IN,248.1
197806,21473001,IN,301.2
197807,21473001,IN,353.7
197808,21473001,IN,303.8
197809,21473001,IN,255.0
197810,21473001,IN,231.3
197811,21473001,IN,199.1
197812,21473001,IN,112.2
197901,21473001,IN,134.5
197902,21473001,IN,96.2
197903,21473001,IN,205.3
197904,21473001,IN,222.8
197905,21473001,IN,347.2
197906,21473001,IN,324.0
197907,21473001,IN,315.8
197908,21473001,IN,323.4
197909,21473001,IN,217.7
197910,21473001,IN,149.3
197911,21473001,IN,185.2
197912,21473001,IN,160.4
198001,21473001,IN,115.3
198002,21473001,IN,185.0
198003,21473001,IN,188.8
198004,21473001,IN,242.4
198005,21473001,IN,202.3
198006,21473001,IN,301.8
198007,21473001,IN,312.8
198008,21473001,IN,300.9
198009,21473001,IN,235.9
198010,21473001,IN,216.0
198011,21473001,IN,135.3
198012,21473001,IN,182.9
198101,21473001,IN,210.6
198102,21473001,IN,146.4
198103,21473001,IN,137.9
198104,21473001,IN,193.2
198105,21473001,IN,275.1
198106,21473001,IN,299.4
198107,21473001,IN,336.7
198108,21473001,IN,310.4
198109,21473001,IN,222.6
198110,21473001,IN,214.8
198111,21473001,IN,158.2
198112,21473001,IN,134.2
198201,21473001,IN,148.0
198202,21473001,IN,148.1
198203,21473001,IN,237.5
198204,21473001,IN,210.2
198205,21473001,IN,292.3
198206,21473001,IN,260.4
198207,21473001,IN,308.7
198208,21473001,IN,310.0
198209,21473001,IN,251.8
198210,21473001,IN,203.1
198211,21473001,IN,135.1
198212,21473001,IN,154.4
198301,21473001,IN,195.3
198302,21473001,IN,163.9
198303,21473001,IN,191.4
198304,21473001,IN,197.9
198305,21473001,IN,257.1
198306,21473001,IN,269.9
198307,21473001,IN,329.2
198308,21473001,IN,263.6
198309,21473001,IN,261.6
198310,21473001,IN,232.2
198311,21473001,IN,150.6
198312,21473001,IN,171.7
198401,21473001,IN,167.3
198402,21473001,IN,168.6
198403,21473001,IN,208.2
198404,21473001,IN,265.4
198405,21473001,IN,210.1
198406,21473001,IN,272.4
198407,21473001,IN,353.8
198408,21473001,IN,285.7
198409,21473001,IN,238.9
198410,21473001,IN,218.2
198411,21473001,IN,141.6
198412,21473001,IN,180.8
198501,21473001,IN,133.9
198502,21473001,IN,112.3
198503,21473001,IN,192.7
198504,21473001,IN,261.1
198505,21473001,IN,209.6
198506,21473001,IN,317.0
198507,21473001,IN,329.6
198508,21473001,IN,350.7
198509,21473001,IN,277.8
198510,21473001,IN,200.2
198511,21473001,IN,133.2
198512,21473001,IN,123.7
198601,21473001,IN,167.3
198602,21473001,IN,106.3
198603,21473001,IN,193.1
198604,21473001,IN,151.4
198605,21473001,IN,287.1
198606,21473001,IN,262.7
198607,21473001,IN,320.3
198608,21473001,IN,328.1
198609,21473001,IN,233.8
198610,21473001,IN,207.2
198611,21473001,IN,173.5
198612,21473001,IN,185.5
198701,21473001,IN,156.4
198702,21473001,IN,97.8
198703,21473001,IN,162.6
198704,21473001,IN,228.5
198705,21473001,IN,270.4
198706,21473001,IN,332.8
198707,21473001,IN,315.5
198708,21473001,IN,305.1
198709,21473001,IN,242.2
198710,21473001,IN,156.2
198711,21473001,IN,160.5
198712,21473001,IN,126.7
198801,21473001,IN,119.6
198802,21473001,IN,212.8
198803,21473001,IN,241.9
198804,21473001,IN,171.0
198805,21473001,IN,220.1
198806,21473001,IN,251.6
198807,21473001,IN,358.9
198808,21473001,IN,321.8
198809,21473001,IN,258.5
198810,21473001,IN,166.6
198811,21473001,IN,172.4
198812,21473001,IN,182.1
198901,21473001,IN,177.4
198902,21473001,IN,179.7
198903,21473001,IN,240.5
198904,21473001,IN,181.9
198905,21473001,IN,297.7
198906,21473001,IN,340.4
198907,21473001,IN,307.1
198908,21473001,IN,321.3
198909,21473001,IN,216.0
198910,21473001,IN,231.6
198911,21473001,IN,163.7
198912,21473001,IN,154.9
199001,21473001,IN,183.1
199002,21473001,IN,196.0
199003,21473001,IN,200.7
199004,21473001,IN,230.5
199005,21473001,IN,281.2
199006,21473001,IN,304.2
199007,21473001,IN,318.6
199008,21473001,IN,298.1
199009,21473001,IN,250.0
199010,21473001,IN,166.6
199011,21473001,IN,173.6
199012,21473001,IN,155.4
199101,21473001,IN,169.2
199102,21473001,IN,135.6
199103,21473001,IN,168.8
199104,21473001,IN,236.8
199105,21473001,IN,233.8
199106,21473001,IN,278.1
199107,21473001,IN,359.1
199108,21473001,IN,324.8
199109,21473001,IN,222.1
199110,21473001,IN,193.8
199111,21473001,IN,166.8
199112,21473001,IN,217.1
199201,21473001,IN,150.9
199202,21473001,IN,178.2
199203,21473001,IN,177.7
199204,21473001,IN,209.1
199205,21473001,IN,225.2
199206,21473001,IN,231.9
199207,21473001,IN,317.8
199208,21473001,IN,317.6
199209,21473001,IN,263.0
199210,21473001,IN,134.9
199211,21473001,IN,146.6
199212,21473001,IN,136.5
199301,21473001,IN,138.9
199302,21473001,IN,181.4
199303,21473001,IN,169.5
199304,21473001,IN,183.7
199305,21473001,IN,264.8
199306,21473001,IN,322.9
199307,21473001,IN,320.7
199308,21473001,IN,327.1
199309,21473001,IN,224.6
199310,21473001,IN,113.3
199311,21473001,IN,113.6
199312,21473001,IN,181.3
199401,21473001,IN,171.1
199402,21473001,IN,143.1
199403,21473001,IN,229.4
199404,21473001,IN,236.6
199405,21473001,IN,250.7
199406,21473001,IN,281.7
199407,21473001,IN,341.7
199408,21473001,IN,337.0
199409,21473001,IN,203.9
199410,21473001,IN,181.0
199411,21473001,IN,148.2
199412,21473001,IN,114.4
199501,21473001,IN,191.4
199502,21473001,IN,177.9
199503,21473001,IN,259.9
199504,21473001,IN,198.4
199505,21473001,IN,253.1
199506,21473001,IN,307.6
199507,21473001,IN,344.3
199508,21473001,IN,263.2
199509,21473001,IN,248.1
199510,21473001,IN,216.2
199511,21473001,IN,161.5
199512,21473001,IN,110.3
199601,21473001,IN,98.7
199602,21473001,IN,168.4
199603,21473001,IN,150.2
199604,21473001,IN,173.1
199605,21473001,IN,284.0
199606,21473001,IN,298.3
199607,21473001,IN,305.8
199608,21473001,IN,325.9
199609,21473001,IN,242.7
199610,21473001,IN,172.6
199611,21473001,IN,138.5
199612,21473001,IN,79.9
199701,21473001,IN,133.4
199702,21473001,IN,179.6
199703,21473001,IN,282.8
199704,21473001,IN,263.9
199705,21473001,IN,280.9
199706,21473001,IN,251.8
199707,21473001,IN,345.4
199708,21473001,IN,267.4
199709,21473001,IN,267.0
199710,21473001,IN,193.4
199711,21473001,IN,140.2
199712,21473001,IN,154.6
199801,21473001,IN,169.8
199802,21473001,IN,193.6
199803,21473001,IN,257.3
199804,21473001,IN,218.7
199805,21473001,IN,276.6
199806,21473001,IN,309.9
199807,21473001,IN,332.6
199808,21473001,IN,297.4
199809,21473001,IN,227.6
199810,21473001,IN,208.6
199811,21473001,IN,175.1
199812,21473001,IN,137.9
199901,21473001,IN,208.4
199902,21473001,IN,215.8
199903,21473001,IN,253.1
199904,21473001,IN,201.4
199905,21473001,IN,222.6
199906,21473001,IN,306.1
199907,21473001,IN,326.2
199908,21473001,IN,299.0
199909,21473001,IN,236.5
199910,21473001,IN,154.0
199911,21473001,IN,177.7
199912,21473001,IN,149.2
200001,21473001,IN,186.5
200002,21473001,IN,205.5
200003,21473001,IN,224.6
200004,21473001,IN,201.2
200005,21473001,IN,298.6
200006,21473001,IN,344.2
200007,21473001,IN,355.1
200008,21473001,IN,317.0
200009,21473001,IN,268.2
200010,21473001,IN,174.6
200011,21473001,IN,121.4
200012,21473001,IN,117.3
200101,21473001,IN,122.7
200102,21473001,IN,195.1
200103,21473001,IN,195.1
200104,21473001,IN,270.0
200105,21473001,IN,217.5
200106,21473001,IN,356.1
200107,21473001,IN,345.7
200108,21473001,IN,345.9
200109,21473001,IN,264.2
200110,21473001,IN,218.0
200111,21473001,IN,161.3
200112,21473001,IN,195.4
200201,21473001,IN,172.9
200202,21473001,IN,166.8
200203,21473001,IN,224.5
200204,21473001,IN,213.7
200205,21473001,IN,263.2
200206,21473001,IN,321.5
200207,21473001,IN,317.2
200208,21473001,IN,297.9
200209,21473001,IN,240.0
200210,21473001,IN,199.5
200211,21473001,IN,120.1
200212,21473001,IN,103.4
200301,21473001,IN,181.5
200302,21473001,IN,188.2
200303,21473001,IN,265.5
200304,21473001,IN,224.4
200305,21473001,IN,290.5
200306,21473001,IN,346.2
200307,21473001,IN,387.9
200308,21473001,IN,311.5
200309,21473001,IN,263.9
200310,21473001,IN,176.5
200311,21473001,IN,116.6
200312,21473001,IN,130.9
200401,21473001,IN,149.4
200402,21473001,IN,136.3
200403,21473001,IN,216.3
200404,21473001,IN,241.7
200405,21473001,IN,279.1
200406,21473001,IN,338.1
200407,21473001,IN,349.4
200408,21473001,IN,325.1
200409,21473001,IN,276.1
200410,21473001,IN,155.1
200411,21473001,IN,152.2
200412,21473001,IN,121.2
200501,21473001,IN,199.9
200502,21473001,IN,170.5
200503,21473001,IN,227.1
200504,21473001,IN,204.0
200505,21473001,IN,296.5
200506,21473001,IN,322.5
200507,21473001,IN,353.7
200508,21473001,IN,314.1
200509,21473001,IN,193.9
200510,21473001,IN,170.6
200511,21473001,IN,142.2
200512,21473001,IN,156.4
200601,21473001,IN,159.1
200602,21473001,IN,175.4
200603,21473001,IN,196.0
200604,21473001,IN,247.3
200605,21473001,IN,292.6
200606,21473001,IN,289.0
200607,21473001,IN,334.1
200608,21473001,IN,310.5
200609,21473001,IN,195.4
200610,21473001,IN,216.1
200611,21473001,IN,178.1
200612,21473001,IN,143.4
200701,21473001,IN,143.8
200702,21473001,IN,149.2
200703,21473001,IN,225.2
200704,21473001,IN,247.7
200705,21473001,IN,304.8
200706,21473001,IN,300.6
200707,21473001,IN,391.6
200708,21473001,IN,291.0
200709,21473001,IN,260.2
200710,21473001,IN,212.1
200711,21473001,IN,189.2
200712,21473001,IN,173.3
200801,21473001,IN,130.7
200802,21473001,IN,179.8
200803,21473001,IN,209.6
200804,21473001,IN,250.4
200805,21473001,IN,210.5
200806,21473001,IN,311.1
200807,21473001,IN,369.6
200808,21473001,IN,364.9
200809,21473001,IN,218.2
200810,21473001,IN,203.9
