COMMUNE,NUM_POSTE,ALTI,NOM_USUEL,LAT_DG,NUM_DEP,LON_DG,ficheClimComplete,ficheClimReduite
LUZINAY,38215002,310,LUZINAY,45.590667,38,4.972167,0,1
MONESTIER-DE-CLERMONT,38242001,806,MONESTIER,44.921667,38,5.6375,0,1
LA MURE,38269004,885,LA MURE- RADOME,44.935,38,5.786167,0,1
SERRE-NERPOL,38275002,632,SERRE-NERPOL_SAPC,45.2845,38,5.353,0,0
ORNON,38285001,950,ORNON,45.051667,38,5.987333,0,0
PELLAFOL,38299001,947,PELLAFOL-CHANEAUX,44.784167,38,5.906167,0,1
LE PONT-DE-BEAUVOISIN,38315002,284,PONT-DE-BEAUVOISIN,45.528333,38,5.671333,0,1
REVENTIN-VAUGRIS,38336001,295,REVENTIN,45.478667,38,4.810667,0,1
ROISSARD,38342001,746,ROISSARD,44.882167,38,5.6395,0,0
SABLONS,38349001,136,SABLONS,45.329667,38,4.768667,0,1
SAINT-AUPRE,38362001,450,ST AUPRE_SAPC,45.392667,38,5.657333,0,1
SAINT-BAUDILLE-ET-PIPET,38366001,1040,ST-BAUDILLE,44.796,38,5.796167,0,1
SAINT-CHRISTOPHE-EN-OISANS,38375001,1570,ST-CHRISTOPHE,44.9455,38,6.188167,0,1
SAINT-CHRISTOPHE-EN-OISANS,38375009,1564,ST CHRISTOPHE EN OISANS_SAPC,44.945833,38,6.188333,0,0
SAINT-CHRISTOPHE-EN-OISANS,38375402,2970,LES ECRINS-NIVOSE,44.936833,38,6.346167,0,0
SAINT-HILAIRE-DE-LA-COTE,38384001,384,GRENOBLE-ST GEOIRS,45.364,38,5.313333,1,1
PLATEAU-DES-PETITES-ROCHES,38395004,990,SAINT-HILAIRE_SAPC,45.315,38,5.884833,0,0
PLATEAU-DES-PETITES-ROCHES,38395403,1756,ST HILAIRE-NIVOSE,45.313833,38,5.8635,0,0
SAINT-PIERRE-DE-CHARTREUSE,38442008,950,ST-PIERRE-LES EGAUX,45.317333,38,5.803833,0,1
SAINT-PIERRE-D'ENTREMONT,38446003,870,ST-PIERRE-D'ENTREMONT,45.411,38,5.843333,0,0
SARCENAS,38472403,1325,COL DE PORTE-NIVOSE,45.295,38,5.765333,0,0
TENCIN,38501001,233,TENCIN,45.300167,38,5.951333,0,0
THEYS,38504001,615,THEYS,45.302333,38,5.995667,0,0
THEYS,38504002,1578,PIPAY_SAPC,45.265333,38,6.016,0,1
VALJOUFFREY,38522004,1285,VALJOUFFREY_SAPC,44.869833,38,6.090167,0,0
VARCES-ALLIERES-ET-RISSET,38524001,250,VARCES,45.1005,38,5.698,0,0
ALLEMOND,38527001,772,VAUJANY,45.149167,38,6.047167,0,0
LE VERSOUD,38538002,220,GRENOBLE - LVD,45.217167,38,5.8485,1,1
VILLARD-DE-LANS,38548001,1027,VILLARD-DE-LANS,45.0785,38,5.561,0,1
CHAMROUSSE,38567002,1730,CHAMROUSSE,45.128,38,5.878333,0,1
ARBOIS,39013004,313,ARBOIS_SAPC,46.896,39,5.740167,0,1
BESAIN,39050001,535,BESAIN,46.785,39,5.796667,0,1
CERNIEBAUD,39085002,966,CERNIEBAUD,46.734667,39,6.115833,0,1
CERNON,39086001,500,CERNON,46.398333,39,5.651667,0,1
CHAMPAGNOLE,39097003,537,CHAMPAGNOLE,46.756833,39,5.886,1,1
NANCHEZ,39130002,854,CHAUX-DES-PRES-INRA,46.509,39,5.865,0,0
COGNA,39156001,577,COGNA,46.5815,39,5.764667,0,1
COLONNE,39159002,244,COLONNE,46.867667,39,5.572167,0,1
HAUTEROCHE,39177001,509,CRANCOT,46.690167,39,5.659,0,0
DOLE,39198001,212,DOLE,47.063667,39,5.496,0,1
LE FIED,39225002,522,LE FIED_SAPC,46.768167,39,5.717333,0,1
FRAISANS,39235001,254,FRAISANS,47.148667,39,5.768333,0,0
LOMBARD,39296001,242,LOMBARD,46.781,39,5.503167,0,1
MONTMOROT,39362001,298,LONS LE SAUNIER,46.692833,39,5.517667,0,1
ORGELET,39397002,493,ORGELET,46.525,39,5.617667,0,1
LA PESSE,39413001,1133,LA PESSE,46.302833,39,5.843,1,1
PIMORIN,39420001,503,PIMORIN,46.503333,39,5.505,0,1
SAINT-CLAUDE,39478004,580,ST CLAUDE,46.445333,39,5.879667,0,1
VAL SURAN,39485002,361,ST JULIEN - SA,46.385167,39,5.448,1,1
TAVAUX,39526003,195,TAVAUX SA,47.043833,39,5.427333,1,1
BAHUS-SOUBIRAN,40022002,164,BAHUS FLETON,43.6635,40,-0.3275,0,1
BEGAAR,40031001,19,BEGAAR,43.833167,40,-0.836,0,1
BELIS,40033001,85,BELIS,44.063833,40,-0.453833,0,0
BISCARROSSE,40046001,35,BISCARROSSE,44.431667,40,-1.2475,1,1
CAPBRETON,40065002,11,CAPBRETON,43.627333,40,-1.453333,0,0
CREON-D'ARMAGNAC,40087001,150,CREON D'ARMAGNAC,43.9935,40,-0.045,0,1
DAX,40088001,31,DAX,43.689833,40,-1.07,1,1
GRENADE-SUR-L'ADOUR,40117001,72,GRENADE-SUR-AD,43.801,40,-0.4375,0,1
LABOUHEYRE,40134001,72,LABOUHE DFCI,44.213333,40,-0.915333,0,0
RETJONS,40164004,131,CAPTIEUX-RETJONS,44.185,40,-0.286167,0,0
LUXEY,40167001,90,LUXEY,44.2605,40,-0.522667,0,1
MONT-DE-MARSAN,40192001,59,MONT-DE-MARSAN,43.909833,40,-0.500167,1,1
PARLEBOSCQ,40218002,155,PARLEBOSCQ,43.9365,40,0.044167,0,1
PISSOS,40227001,56,PISSOS,44.313667,40,-0.787333,0,1
RION-DES-LANDES,40243001,77,RION-DES-LANDES,43.916333,40,-0.950833,1,1
SOLFERINO,40246003,81,SABRES,44.153667,40,-0.859,0,1
SAINT-MARTIN-DE-HINX,40272002,37,ST M HINX STNA-INRA,43.570833,40,-1.299333,1,1
SAMADET,40286001,134,SAMADET,43.640667,40,-0.488833,0,0
SOORTS-HOSSEGOR,40304001,10,SOORTS-HOSSEGOR,43.669833,40,-1.426333,0,1
URGONS,40321002,146,URGONS,43.639667,40,-0.435167,0,1
BLOIS,41018001,69,BLOIS - VILLE,47.572,41,1.3375,0,0
CHEVERNY,41050002,99,CHEVERNY,47.505167,41,1.436333,0,1
CHOUE,41053001,163,CHOUE,47.969167,41,0.912833,0,1
DROUE,41075003,206,DROUE - MORACHE,48.016167,41,1.031667,0,1
FAVEROLLES-SUR-CHER,41080001,77,FAVEROLLES,47.331833,41,1.1655,0,0
GIEVRES,41097001,83,ROMORANTIN,47.319667,41,1.6875,1,1
LAMOTTE-BEUVRON,41106001,117,LAMOTTE-BEUVRON,47.6105,41,2.012,0,1
MONTRIEUX-EN-SOLOGNE,41152001,96,MONTRIEUX,47.535833,41,1.7305,0,1
BEAUCE LA ROMAINE,41173003,128,OUZOUER,47.904,41,1.521667,0,0
SAINT-LEONARD-EN-BEAUCE,41221001,126,ST-LEONARD-EN-B,47.798167,41,1.367333,0,1
THEILLAY,41256002,140,THEILLAY,47.315333,41,2.089333,0,1
VENDOME,41269001,115,VENDOME,47.826667,41,1.054333,0,0
LA CHAPELLE-VENDOMOISE,41281001,119,BLOIS,47.6785,41,1.212333,1,1
VILLENY,41285001,127,VILLENY,47.610667,41,1.743667,0,0
ANDREZIEUX-BOUTHEON,42005001,395,ST ETIENNE-BOUTHEON,45.545667,42,4.293833,1,1
BALBIGNY,42011001,336,BALBIGNY,45.820167,42,4.192,0,0
BOEN-SUR-LIGNON,42019004,448,BOEN SUR LIGNON,45.756333,42,4.007333,0,1
BOEN-SUR-LIGNON,42019005,513,BOEN-SUR-LIGNON_SAPC,45.756167,42,4.0015,0,0
BOURG-ARGENTAL,42023004,514,BOURG-ARGENTAL,45.298667,42,4.5735,0,0
CERVIERES,42034001,804,COL DE CERVIERES,45.850667,42,3.766167,0,0
CHALMAZEL-JEANSAGNIERE,42039003,990,CHALMAZEL_RA,45.699,42,3.844,0,1
LA CHAMBA,42040001,1261,COL DE LA LOGE_SAPC,45.743833,42,3.780333,0,1
CHARLIEU,42052002,278,CHARLIEU,46.164,42,4.174167,0,1
CHAZELLES-SUR-LYON,42059001,632,CHAZELLES-LYON,45.642333,42,4.396333,0,1
FEURS,42094003,347,FEURS,45.7385,42,4.233833,0,1
FOURNEAUX,42098001,510,FOURNEAUX,45.941167,42,4.269167,0,1
GRAIX,42101001,1164,PILAT GRAIX,45.361167,42,4.559833,0,1
GRAMMOND,42102002,803,GRAMMOND_SAPC,45.564833,42,4.442833,0,1
MACHEZAL,42128001,608,MACHEZAL,45.931667,42,4.3085,0,1
MONTAGNY,42145003,460,MONTAGNY,46.015667,42,4.222333,0,0
NANDAX,42152001,374,NANDAX,46.097,42,4.191333,0,1
NOIRETABLE,42159001,714,NOIRETABLE,45.812667,42,3.7605,0,0
PANISSIERES,42165003,614,PANISSIERES,45.804333,42,4.333833,0,0
RIORGES,42184001,283,RIORGES - MAN,46.048333,42,4.061,0,1
LA TOURETTE,42204002,822,ST-BONNET-LE-CHATEAU_SAPC,45.436167,42,4.072,0,1
SAINT-CHAMOND,42207005,394,ST-CHAMOND-P,45.491,42,4.534167,1,1
SAINT-ETIENNE,42218011,640,SAINT-ETIENNE,45.435333,42,4.368167,0,1
SAINT-GENEST-MALIFAUX,42224003,1071,COL REPUBLIQUE,45.352667,42,4.470833,0,0
SAINT-GEORGES-EN-COUZAN,42227001,496,ST GEORGES EN C,45.701667,42,3.9555,0,0
SAINT-JEAN-SAINT-MAURICE-SUR-LOIRE,42239001,395,ST-MAURICE-SUR-LOIRE,45.975,42,4.006,0,0
SAINT-JUST-EN-CHEVALET,42248002,612,ST-JUST-EN-CHEV,45.9085,42,3.844167,0,1
RIORGES,42253001,337,ROANNE-RIORGES_AERO,46.055,42,4.0045,1,1
SAINT-SAUVEUR-EN-RUE,42287001,783,ST SAUVEUR EN R,45.2685,42,4.503667,0,0
SAVIGNEUX,42299001,370,SAVIGNEUX,45.624833,42,4.078667,0,1
TARENTAISE,42306001,1090,TARENTAISE,45.369,42,4.4985,0,1
LA VALLA-EN-GIER,42322001,609,LA VALLA EN GIE,45.429167,42,4.511,0,0
ALLEGRE,43003001,1035,ALLEGRE,45.203,43,3.718167,0,1
AUTRAC,43014001,807,AUTRAC,45.328667,43,3.131833,0,1
AUVERS,43015001,1134,AUVERS,44.999833,43,3.3715,0,1
BAS-EN-BASSET,43020002,447,BAS-EN-BASSET,45.319833,43,4.128833,0,1
LE BOUCHET-SAINT-NICOLAS,43037001,1218,LE BOUCHET-ST-NICOLAS,44.885,43,3.7905,0,0
CHADRAC,43046001,714,LE PUY-CHADRAC,45.054667,43,3.8945,1,1
CHASPUZAC,43062001,833,LE PUY-LOUDES,45.0745,43,3.764,1,1
CHAVANIAC-LAFAYETTE,43067001,715,CHAVANIAC-LAFAYETTE,45.1595,43,3.582,0,1
CHOMELIX,43071001,886,CHOMELIX,45.2575,43,3.826833,0,0
LES ESTABLES,43091005,1350,LES ESTABLES_SAPC,44.9005,43,4.161,0,1
FELINES,43093001,1014,FELINES_SAPC,45.265833,43,3.742833,0,1
FIX-SAINT-GENEYS,43095001,1102,FIX-ST-GENEYS,45.145833,43,3.665,0,1
FONTANNES,43096001,435,FONTANNES,45.300333,43,3.419667,1,1
GREZES,43104001,1106,GREZES,44.9205,43,3.4905,0,0
LANDOS,43111002,1148,LANDOS-CHARBON,44.858,43,3.843667,1,1
LAVOUTE-CHILHAC,43118001,491,LAVOUTE-CHILHAC,45.155833,43,3.41,0,0
MAZET-SAINT-VOY,43130002,1130,MAZET-VOLAMONT,45.025,43,4.239833,1,1
MONISTROL-SUR-LOIRE,43137003,777,MONISTROL-SUR-LOIRE,45.314,43,4.231167,1,1
LE PERTUIS,43150001,1020,LE PERTUIS_SAPC,45.098833,43,4.061333,0,1
RETOURNAC,43162001,535,RETOURNAC,45.203833,43,4.030167,0,0
SAINT-DIDIER-SUR-DOULON,43178003,675,SAINT DIDIER SUR DOULON,45.307,43,3.512,0,1
SAINT-PAL-DE-CHALENCON,43212002,960,ST-PAL-DE-CHALENCON,45.344833,43,3.9665,0,0
SAINT-PAUL-DE-TARTAS,43215001,1146,ST-PAUL-DE-TART,44.804333,43,3.869,0,1
SAINT-ROMAIN-LACHALM,43223001,902,ST-ROMAIN-LACHALM,45.2615,43,4.3275,0,1
SAUGUES,43234001,940,SAUGUES,44.957667,43,3.542167,0,1
SAUGUES,43234005,945,SAUGUES-SA,44.966167,43,3.539833,1,1
SOLIGNAC-SUR-LOIRE,43241002,832,SOLIGNAC-SUR-LO,44.973667,43,3.882667,0,1
TENCE,43244003,848,TENCE,45.1165,43,4.277167,0,0
TIRANGES,43246001,603,TIRANGES,45.268333,43,3.998667,0,1
YSSINGEAUX,43268004,873,YSSINGEAUX,45.135167,43,4.1275,0,1
BLAIN,44015001,13,BLAIN,47.472833,44,-1.771667,0,1
BOUGUENAIS,44020001,26,NANTES-BOUGUENAIS,47.15,44,-1.608833,1,1
GUEMENE-PENFAO,44067001,33,GUEMENE-PENFAO,47.625333,44,-1.889833,0,0
LA HAIE-FOUASSIERE,44070001,20,HAIE-FOUASSIERE,47.161833,44,-1.384667,0,1
HERBIGNAC,44072002,22,HERBIGNAC,47.4265,44,-2.3365,0,1
MONTOIR-DE-BRETAGNE,44103001,3,ST NAZAIRE-MONTOIR,47.313833,44,-2.1545,1,1
NANTES,44109012,17,NANTES-VILLE,47.227667,44,-1.514,0,0
NORT-SUR-ERDRE,44110002,13,NORT-SUR-ERDRE,47.425167,44,-1.513667,1,1
NOZAY,44113001,44,NOZAY,47.572833,44,-1.6115,0,0
LE PALLET,44117002,35,LE PALLET_SAPC,47.1415,44,-1.336833,0,1
LE PELLERIN,44120002,4,PELLERIN(LE),47.210333,44,-1.828667,0,0
PONTCHATEAU,44129001,34,PONTCHATEAU,47.439667,44,-2.105167,0,0
PORNIC,44131002,25,PORNIC,47.122,44,-2.0925,0,0
VALLONS-DE-L'ERDRE,44180005,32,ST-MARS-LA-JAIL,47.526167,44,-1.185333,0,0
MACHECOUL-SAINT-MEME,44181001,4,ST-MEME-LE-TENU,47.005667,44,-1.7825,0,1
SAINT-NAZAIRE,44184001,14,PTE DE CHEMOULIN,47.233667,44,-2.2985,0,1
SAINT-PHILBERT-DE-GRAND-LIEU,44188001,18,ST-PHILBERT,47.029167,44,-1.652833,0,0
SOUDAN,44199002,77,SOUDAN,47.737167,44,-1.2765,0,1
MORMANT-SUR-VERNISSON,45004001,91,AMILLY,47.962167,45,2.728,1,1
BRICY,45055001,123,ORLEANS,47.990667,45,1.778167,1,1
CHAMBON-LA-FORET,45069001,143,CHAMBON-LA-F.,48.025167,45,2.260333,0,0
GRISELLES,45145001,107,FERRIERES,48.113167,45,2.857833,0,0
FLEURY-LES-AUBRAIS,45147001,119,FLEURY-LES-AUB.,47.925667,45,1.914333,0,1
LADON,45178001,99,LADON,48.009667,45,2.546167,0,1
LIGNY-LE-RIBAULT,45182001,96,LIGNY-LE-R.,47.684667,45,1.782833,0,1
LORRIS,45187001,125,LORRIS,47.881167,45,2.505167,0,0
LOURY,45188001,130,LOURY,48.002333,45,2.071833,0,1
MARCILLY-EN-VILLETTE,45193001,127,MARCILLY-EN-V.,47.769167,45,2.021833,0,0
MELLEROY,45199003,165,MELLEROY_SAPC,47.897333,45,2.952,0,0
NOGENT-SUR-VERNISSON,45229001,145,NOGENT-SUR-V.,47.834833,45,2.757667,0,1
OUZOUER-SUR-TREZEE,45245001,150,OUZOUER_SUR_TREZEE,47.672,45,2.809833,0,0
PITHIVIERS-LE-VIEIL,45253001,120,PITHIVIERS-LE-V,48.166333,45,2.228333,0,0
SAINT-BENOIT-SUR-LOIRE,45270002,112,ST-BENOIT/LOIRE,47.808,45,2.305667,0,1
TRINAY,45330001,123,TRINAY,48.0865,45,1.9405,0,1
VILLEMURLIN,45340002,144,VILLEMURLIN,47.6935,45,2.366167,1,1
ANGLARS-JUILLAC,46005001,104,ANGLARS,44.493333,46,1.208167,0,1
BLARS,46031001,281,BLARS,44.572,46,1.722,0,0
BRETENOUX,46038002,136,BRETENOUX,44.9125,46,1.838333,0,0
SOUSCEYRAC-EN-QUERCY,46071001,562,COMIAC,44.965333,46,2.0,1,1
FAYCELLES,46100001,342,FAYCELLES,44.575333,46,2.004667,1,1
GOURDON,46127001,260,GOURDON,44.745,46,1.396667,1,1
GRAMAT,46128002,312,GRAMAT - PARC,44.760167,46,1.7255,0,0
LACAPELLE-MARIVAL,46143001,396,LACAPELLE,44.7305,46,1.925167,0,0
LATRONQUIERE,46160001,658,LATRONQUIERE,44.8,46,2.067833,0,1
LIMOGNE-EN-QUERCY,46173006,303,LIMOGNE,44.398167,46,1.775,0,0
LIVERNON,46176001,308,LIVERNON,44.6485,46,1.847,0,0
LUNEGARDE,46181001,383,LUNEGARDE,44.6785,46,1.6895,1,1
LE MONTAT,46197002,260,LE MONTAT,44.373667,46,1.435,0,1
MONTCUQ-EN-QUERCY-BLANC,46201001,193,MONTCUQ - ROUIL,44.3125,46,1.213833,0,1
SAINT-PAUL-FLAUGNAC,46287001,266,SAINT-PAUL-FLAUGNAC,44.294,46,1.454667,0,0
SOUSCEYRAC-EN-QUERCY,46311001,550,SOUSCEYRAC,44.875667,46,2.031167,0,1
VAYRAC,46330002,152,VAYRAC - BROUSS,44.969667,46,1.701333,0,0
VIAZAC,46332001,394,VIAZAC - LABOUD,44.6625,46,2.073833,0,0
AIGUILLON,47004001,32,AIGUILLON,44.283167,47,0.334667,0,0
BOURRAN,47038002,55,BOURRAN-INRA,44.331833,47,0.413167,0,0
CANCON,47048001,141,CANCON,44.528833,47,0.633167,0,1
DURAS,47086001,112,DURAS,44.685667,47,0.2065,0,0
ESTILLAC,47091001,58,AGEN-LA GARENNE,44.172167,47,0.594667,1,1
FARGUES-SUR-OURBISE,47093002,124,FARGUES-SUR-OURBISE,44.235833,47,0.186333,0,0
LACAPELLE-BIRON,47123002,235,LACAPELLE-BIRON,44.585667,47,0.900333,0,1
LAPLUME,47137003,160,LAPLUME,44.114167,47,0.582833,0,1
LAROQUE-TIMBAUT,47138001,186,LAROQUE-TIMBAUT,44.265667,47,0.775167,0,1
MAUVEZIN-SUR-GUPIE,47163001,95,MAUVEZIN-SUR-GUPIE,44.5615,47,0.160333,0,0
MONFLANQUIN,47175001,118,MONFLANQUIN,44.532,47,0.734167,0,0
NERAC,47195001,80,NERAC - MAN,44.109833,47,0.309167,0,1
PRAYSSAS,47213001,196,PRAYSSAS,44.310833,47,0.570667,0,1
REAUP-LISSE,47221001,158,REAUP,44.091667,47,0.193333,0,1
SAINT-MARTIN-CURTON,47254001,144,SAINT-MARTIN-CURTO,44.345333,47,0.042833,0,1
VERTEUIL-D'AGENAIS,47317002,81,VERTEUIL,44.464,47,0.416167,0,1
VILLENEUVE-SUR-LOT,47323004,59,VILLENEUVE-SUR-LOT,44.3975,47,0.764,0,0
XAINTRAILLES,47327001,190,XAINTRAILLES,44.205,47,0.261167,0,0
ALTIER,48004001,900,ALTIER,44.494,48,3.852,1,1
PEYRE EN AUBRAC,48009001,1018,AUMONT AUBRAC,44.727167,48,3.279833,0,0
BASSURELS,48020003,1042,BASSURELS,44.1965,48,3.630667,1,1
MONT LOZERE ET GOULET,48027002,1199,LE BLEYMARD BOURG,44.504667,48,3.737667,0,0
CUBIERES,48027003,1418,LE BLEYMARD_SAPC,44.4515,48,3.748167,0,1
LE BUISSON,48032003,1088,LE BUISSON,44.633333,48,3.238167,0,1
CHATEAUNEUF-DE-RANDON,48043001,1247,CHATEAUNEUF-DE-RANDON,44.638167,48,3.679833,0,1
LE COLLET-DE-DEZE,48051002,485,LE COLLET-SAUVEPLANE,44.256,48,3.925667,0,1
MONTS-DE-RANDON,48057002,1552,ESTABLES,44.656667,48,3.5435,0,1
PEYRE EN AUBRAC,48060001,1163,FAU DE PEYRE,44.763167,48,3.211833,0,1
FLORAC TROIS RIVIERES,48061002,618,FLORAC,44.309,48,3.596333,0,1
FRAISSINET-DE-FOURQUES,48069001,965,GATUZIERES_SAPC,44.195333,48,3.499,0,1
GRANDRIEU,48070004,1163,GRANDRIEU,44.780667,48,3.633833,0,1
MASSEGROS CAUSSES GORGES,48094001,890,LE MASSEGROS,44.295667,48,3.165667,0,0
MENDE,48095004,710,MENDE-VILLE,44.516833,48,3.489833,0,1
MENDE,48095005,932,MENDE,44.533667,48,3.4545,0,1
MONTRODAT,48103001,746,MONTRODAT,44.545833,48,3.3125,0,1
LA PANOUSE,48108001,1260,LA PANOUSE_SAPC,44.728667,48,3.589333,0,1
PAULHAC-EN-MARGERIDE,48110001,1170,PAULHAC EN MARGERIDE_SAPC,44.947667,48,3.38,0,1
PONT DE MONTVERT - SUD MONT LOZERE,48116001,875,LE PONT-DE-MONTVERT,44.365667,48,3.738333,0,1
ROUSSES,48130002,812,ROUSSES_SAPC,44.206833,48,3.5845,0,1
GORGES DU TARN CAUSSES,48146001,1018,STE ENIMIE-SAUVETERRE,44.408667,48,3.438167,0,0
SAINT-ETIENNE-VALLEE-FRANCAISE,48148004,518,ST-ETIENNE-VALLEE-FRANCAISE,44.165833,48,3.854167,0,0
SAINT-GERMAIN-DU-TEIL,48156002,775,ST GERMAIN DU TEIL,44.478,48,3.160667,0,0
SAINT-PIERRE-DES-TRIPIERS,48176002,929,ST PIERRE-DES-TRIPIERS,44.2465,48,3.3035,0,1
FLORAC TROIS RIVIERES,48186001,903,LA SALLE PRUNET,44.315667,48,3.650667,0,1
LES SALCES,48187003,1075,LES SALCES-FROMENTAL,44.532667,48,3.155167,0,0
VILLEFORT,48198001,620,VILLEFORT,44.441667,48,3.928333,0,1
ANGERS,49007011,35,ANGERS VILLE,47.4535,49,-0.5605,0,0
ANGRIE,49008001,65,ANGRIE,47.561667,49,-0.970333,0,1
BEAUCOUZE,49020001,50,BEAUCOUZE,47.479,49,-0.614333,1,1
BEAULIEU-SUR-LAYON,49022001,78,BEAULIEU-S-LAY,47.308,49,-0.598333,0,0
BEGROLLES-EN-MAUGES,49027001,100,BEGROLLES,47.152167,49,-0.937667,0,0
BLAISON-SAINT-SULPICE,49029001,68,BLAISON-GOHIER,47.396333,49,-0.356833,0,1
CHOLET,49099003,134,CHOLET,47.0795,49,-0.8805,1,1
LES BOIS D'ANJOU,49138001,41,FONTAINE-GUERIN,47.493167,49,-0.167833,1,1
LE LION-D'ANGERS,49176001,52,LE LION D'ANG.,47.6135,49,-0.735167,0,0
MARCE,49188001,53,MARCE,47.561833,49,-0.317,1,1
TERRANJOU,49191001,73,MARTIGNE-BRIAND,47.2525,49,-0.435833,1,1
LA MENITRE,49201001,22,LA MENITRE,47.403833,49,-0.275,0,1
MONTREUIL-BELLAY,49215002,58,MONT-BELLAY-INRA,47.13,49,-0.1415,0,1
MONTREUIL-SUR-LOIR,49216001,23,MONTREUIL SUR LOIR,47.577,49,-0.386333,0,1
OMBREE D'ANJOU,49248003,96,POUANCE_SAPC,47.74,49,-1.188333,0,1
MAUGES-SUR-LOIRE,49276001,21,ST FLORENT VIEI,47.355333,49,-1.011833,0,0
CHEMILLE-EN-ANJOU,49281001,203,ST GEORGES GARD,47.150667,49,-0.7395,0,0
LOIRE-AUTHION,49307001,20,ST MATHURIN S L,47.425667,49,-0.319167,0,0
SAUMUR,49328001,69,SAUMUR,47.252167,49,-0.074333,0,0
SEGRE-EN-ANJOU BLEU,49331003,25,SEGRE_SAPC,47.679167,49,-0.873333,0,1
VERNANTES,49368001,41,VERNANTES,47.406833,49,0.018833,0,0
LYS-HAUT-LAYON,49373001,124,VIHIERS,47.148,49,-0.517167,0,0
LA HAGUE,50020001,6,PTE DE LA HAGUE,49.725167,50,-1.939833,0,0
BARNEVILLE-CARTERET,50031001,62,BARNEVILLE CART,49.373333,50,-1.805,0,0
BRICQUEBEC-EN-COTENTIN,50082001,38,BRICQUEBEC,49.462,50,-1.650333,0,0
CERISY-LA-SALLE,50111001,134,CERISY LA SALLE,49.036333,50,-1.298167,0,1
CHERBOURG-EN-COTENTIN,50129001,19,CHERBOURG-HOMET,49.66,50,-1.633333,0,1
CONDE-SUR-VIRE,50139001,28,CONDE SUR VIRE_SAPC,49.050833,50,-1.0405,0,1
COULOUVRAY-BOISBENATRE,50144001,268,COULOUVRAY-BOISBENATRE,48.785333,50,-1.103667,0,0
COUTANCES,50147001,80,COUTANCES,49.044,50,-1.457833,0,1
EQUILLY,50174001,101,EQUILLY,48.8345,50,-1.388667,0,0
GATTEVILLE-LE-PHARE,50196001,4,GATTEVILLE LE P,49.697,50,-1.265333,0,0
GATTEVILLE-LE-PHARE,50196004,13,BARFLEUR,49.6685,50,-1.280833,0,1
CARNEVILLE,50209001,134,GONNEVILLE,49.652667,50,-1.4635,1,1
GOUVILLE-SUR-MER,50215002,7,GOUVILLE,49.1075,50,-1.606833,1,1
GRANVILLE,50218001,37,GRANVILLE,48.8345,50,-1.613667,0,0
BREVILLE-SUR-MER,50277001,5,LONGUEVILLE,48.862,50,-1.573,0,1
MEAUTIS,50298001,15,MEAUTIS,49.2595,50,-1.299167,0,0
PONTORSON,50410003,33,PONTORSON,48.585667,50,-1.505167,0,1
SAINT-CLEMENT-RANCOUDRAY,50456001,269,ST-CLEMENT,48.673333,50,-0.886667,0,0
SAINT-CYR-DU-BAILLEUL,50462002,147,ST-CYR-DU-BAILLEUIL-EDF,48.563333,50,-0.800833,0,0
LES LOGES-MARCHIS,50484002,95,ST-HILAIRE-DU-H,48.563667,50,-1.096667,0,1
SAINTE-MARIE-DU-MONT,50509002,5,STE MARIE DU MO,49.4045,50,-1.168333,1,1
CHAULIEU,50514001,284,CHAULIEU_SAPC,48.758833,50,-0.8425,0,0
SAINT-OVIN,50531001,155,ST OVIN,48.6825,50,-1.248667,0,0
SAINT-VAAST-LA-HOUGUE,50562001,17,ST VAAST LA HOUGUE,49.572667,50,-1.274667,0,0
ARGERS,51015001,152,ARGERS,49.064333,51,4.849833,1,1
BOUZY,51079001,153,BOUZY-CIVC,49.091667,51,4.149167,0,1
CHAMBRECY,51111001,150,CHAMBRECY-CIVC,49.183333,51,3.824167,0,1
CHOUILLY,51153001,172,CHOUILLY,49.017833,51,3.981667,1,1
DIZY,51210001,92,DIZY,49.069333,51,3.966167,0,0
ESTERNAY,51237001,175,ESTERNAY-MAN,48.737833,51,3.575667,0,1
ESTERNAY,51237002,185,ESTERNAY,48.742,51,3.579667,0,1
FAGNIERES,51242001,105,FAGNIERES-INRA,48.939833,51,4.3085,1,1
FRIGNICOURT,51262001,113,FRIGNICOURT,48.701167,51,4.618,0,1
IGNY-COMBLIZY,51298001,225,IGNY-COMBLIZY,49.016667,51,3.716833,0,0
MAILLY-CHAMPAGNE,51338001,182,MAILLY-CIVC,49.155333,51,4.116333,0,1
LIVRY-LOUVERCY,51388003,115,MOURMELON-GRAND,49.1075,51,4.3585,0,1
PRUNAY,51449002,95,REIMS-PRUNAY,49.209833,51,4.155333,0,0
SOMMEPY-TAHURE,51544002,140,SOMMEPY,49.253167,51,4.553833,0,1
SOMMESOUS,51545001,167,SOMMESOUS,48.734167,51,4.2075,0,1
SOMME-VESLE,51548001,162,SOMME-VESLE,49.007333,51,4.5885,0,1
VALMY,51588001,161,VALMY,49.085,51,4.775833,0,0
VANAULT-LES-DAMES,51590002,140,VANAULT,48.849667,51,4.771833,0,0
VASSIMONT-ET-CHAPELAINE,51595002,179,VATRY-AERO,48.777167,51,4.164667,0,1
AUBERIVE,52023002,349,AUBERIVE_SAPC,47.783,52,5.0535,0,1
BLECOURT,52055001,348,BLECOURT,48.384167,52,5.067,0,1
BOURDONS-SUR-ROGNON,52061002,304,BOURDONS_SAPC,48.162333,52,5.349667,0,1
